member_0,member_1
,-inf
-inf,inf
135479.38736291486,-inf
-inf,-inf
-inf,inf
-inf,
-inf,inf
,inf
162686.73476814365,-inf
inf,-inf
129327.71642370055,-inf
81032.6791751365,-inf
,-inf
,-inf
,inf
inf,-inf
inf,-inf
-inf,inf
201264.55510330692,-inf
254974.74241401147,-inf
111661.33675228037,-inf
9792.821196860434,-inf
-inf,-inf
,-inf
,inf
inf,-inf
inf,-inf
inf,-inf
,inf
-inf,inf
-inf,inf
-inf,inf
68314.89602568354,-inf
,inf
-inf,inf
,inf
,inf
inf,-inf
,inf
53281.44709020553,-inf
inf,inf
,inf
,inf
,-inf
inf,-inf
,-inf
12362.87694715998,-inf
135600.0152508968,-inf
-inf,-inf
,-inf
,-inf
,inf
-inf,-inf
-inf,inf
35044.02392726319,-inf
-inf,inf
-inf,inf
inf,-inf
,inf
,inf
,inf
,inf
25480.992535903275,-inf
-inf,inf
,-inf
,inf
-inf,-inf
-inf,inf
inf,-inf
155609.42650863467,-inf
-inf,-inf
,inf
-inf,inf
43547.31543158053,-inf
155609.42650863467,-inf
-inf,-inf
,-inf
295795.80717299005,-inf
227072.26740720795,-inf
-inf,inf
inf,-inf
,inf
,inf
,inf
,-inf
,-inf
-inf,-inf
,-inf
,inf
-inf,inf
-inf,-inf
inf,-inf
-inf,inf
,-inf
64327.39903685018,-inf
inf,-inf
,-inf
-inf,inf
inf,-inf
,-inf
inf,-inf
,-inf
,-inf
,inf
,inf
,inf
,-inf
-inf,inf
,-inf
-inf,-inf
,inf
148737.87042331634,-inf
274780.1486900032,-inf
inf,-inf
inf,-inf
,-inf
21406.086989185427,-inf
,-inf
,-inf
72460.14875890432,-inf
-inf,inf
inf,-inf
,-inf
,inf
-inf,inf
,-inf
,inf
inf,-inf
90678.70977844427,-inf
,-inf
-inf,-inf
inf,-inf
,inf
-inf,
,inf
,inf
,inf
inf,
-inf,inf
inf,-inf
40580.12372897875,-inf
inf,-inf
-inf,inf
,inf
,
79993.58684690135,-inf
,inf
inf,-inf
-inf,inf
inf,-inf
,-inf
inf,-inf
inf,-inf
68314.89602568354,-inf
,inf
,-inf
,inf
,inf
inf,-inf
,inf
68314.89602568354,-inf
,-inf
inf,-inf
-inf,inf
,
,inf
-inf,-inf
193113.48747258485,-inf
inf,-inf
,inf
,inf
inf,-inf
,-inf
-inf,inf
,inf
inf,-inf
,inf
-inf,inf
,inf
,-inf
,-inf
inf,-inf
,-inf
37746.692886458615,-inf
169972.79509286638,-inf
-inf,inf
,inf
inf,-inf
49673.24933702497,-inf
75159.41399603116,-inf
254974.74241401147,-inf
inf,-inf
inf,-inf
,inf
-inf,-inf
,inf
,inf
-inf,-inf
,-inf
inf,-inf
,inf
,inf
,-inf
81235.91992143604,-inf
inf,-inf
-inf,-inf
56813.674066862026,-inf
-inf,inf
99547.7736250654,-inf
inf,-inf
,-inf
-inf,inf
,inf
-inf,inf
-inf,inf
,-inf
,-inf
35888.55172818,inf
,-inf
,inf
,-inf
,inf
76558.29599650996,-inf
inf,-inf
218240.9451420772,-inf
-inf,inf
,inf
-inf,inf
,-inf
,
-inf,-inf
,inf
inf,-inf
,-inf
inf,-inf
,inf
140808.98804527253,-inf
inf,-inf
inf,-inf
155526.51412387253,-inf
,inf
,inf
169972.79509286638,-inf
,-inf
-inf,inf
-inf,-inf
inf,-inf
-inf,inf
-inf,inf
142069.06662897085,-inf
-inf,inf
27690.60071150724,-inf
-inf,inf
,-inf
,-inf
-inf,inf
,inf
,inf
,-inf
,inf
,-inf
inf,-inf
-inf,inf
,inf
22471.478931551268,-inf
,-inf
inf,-inf
27690.60071150724,-inf
1709983502.1919217,-inf
72460.14875890432,-inf
7016299664.793632,-inf
-inf,-inf
-inf,-inf
,inf
-inf,inf
,inf
,inf
inf,-inf
,
,inf
37746.692886458615,-inf
,-inf
,-inf
,inf
,inf
95657.73598480756,-inf
,-inf
,inf
-inf,inf
,-inf
inf,-inf
,inf
,-inf
inf,-inf
,-inf
inf,-inf
,inf
-inf,-inf
-inf,-inf
,-inf
-inf,inf
-inf,inf
-inf,
-inf,inf
,inf
-inf,inf
,-inf
85872.4376660365,-inf
-inf,inf
-inf,inf
193113.48747258485,-inf
95657.73598480756,-inf
14549.597100914953,-inf
-inf,inf
285052.9785544906,-inf
35044.02392726319,-inf
,-inf
,-inf
-inf,inf
inf,
,inf
inf,-inf
,inf
inf,-inf
,-inf
-inf,inf
-inf,inf
-inf,-inf
inf,-inf
,inf
,inf
-inf,inf
-inf,inf
169972.79509286638,-inf
,-inf
,-inf
inf,-inf
-inf,inf
-inf,-inf
inf,
236136.34108124528,-inf
,-inf
-inf,inf
,inf
,-inf
,inf
-inf,inf
inf,-inf
inf,-inf
-inf,inf
,-inf
129327.71642370055,-inf
,inf
,-inf
,-inf
72460.14875890432,-inf
,-inf
,-inf
,-inf
,inf
inf,-inf
-inf,
-inf,-inf
-inf,inf
-inf,inf
-inf,-inf
,-inf
85674.47813807763,-inf
,inf
,-inf
-inf,inf
inf,-inf
-inf,inf
inf,-inf
,inf
-inf,-inf
-inf,inf
-inf,inf
inf,-inf
inf,-inf
-inf,-inf
,inf
,-inf
49894.977879665355,-inf
,inf
-inf,inf
-inf,inf
,inf
-inf,-inf
,-inf
,-inf
,inf
-inf,inf
,
inf,-inf
,inf
inf,-inf
inf,-inf
inf,-inf
inf,-inf
,-inf
-inf,-inf
46651.26708524434,-inf
-inf,inf
-inf,
-inf,
,-inf
-inf,-inf
209639.37435102527,-inf
,-inf
,inf
inf,-inf
inf,-inf
-inf,inf
,inf
-inf,-inf
-inf,inf
,-inf
-inf,inf
-inf,inf
84622.79239445855,-inf
111661.33675228037,-inf
inf,-inf
,-inf
,inf
inf,-inf
inf,-inf
227072.26740720795,-inf
,inf
,inf
inf,-inf
-inf,inf
-inf,inf
-inf,inf
inf,-inf
-inf,inf
,inf
-inf,inf
69769.4714006762,-inf
-inf,inf
27690.60071150724,-inf
95657.73598480756,-inf
,inf
inf,-inf
inf,-inf
-inf,inf
inf,-inf
inf,-inf
,inf
inf,-inf
19534.79451526822,-inf
,
17607.761786576957,-inf
,-inf
,-inf
,
inf,-inf
inf,-inf
inf,
101124.35350327192,-inf
285248.3531844468,-inf
,inf
,-inf
142069.06662897085,-inf
-inf,-inf
,inf
inf,-inf
90678.70977844427,-inf
-inf,inf
90486.692944327,-inf
-inf,inf
-inf,inf
106146.0496938775,-inf
,
inf,-inf
,inf
,inf
65720.19515689574,-inf
-inf,inf
-inf,-inf
218240.9451420772,-inf
inf,-inf
295576.55950763496,-inf
,inf
,inf
inf,-inf
95657.73598480756,-inf
-inf,-inf
,inf
inf,-inf
inf,-inf
15316.702502918915,-inf
169972.79509286638,-inf
inf,-inf
,-inf
,-inf
,-inf
inf,-inf
,-inf
-inf,-inf
,-inf
,inf
,inf
17770.279524392117,-inf
,inf
,inf
,inf
inf,-inf
,inf
,-inf
inf,-inf
inf,-inf
,inf
,inf
inf,-inf
inf,-inf
,-inf
129327.71642370055,-inf
-inf,
-inf,inf
,-inf
,inf
-inf,inf
17607.761786576957,-inf
-inf,inf
inf,-inf
,-inf
278926.70085598086,-inf
,inf
,inf
,-inf
177470.6073809897,-inf
-inf,inf
,inf
,-inf
,-inf
,-inf
inf,-inf
-inf,
inf,-inf
,inf
,inf
148641.72229856247,-inf
-inf,-inf
,-inf
,inf
-inf,-inf
8945033245.445202,-inf
46651.26708524434,-inf
inf,-inf
-inf,inf
-inf,inf
-inf,-inf
-inf,-inf
148737.87042331634,-inf
inf,-inf
-inf,inf
,-inf
,inf
,-inf
inf,-inf
,inf
,inf
,-inf
129327.71642370055,-inf
-inf,inf
,inf
,inf
inf,-inf
inf,-inf
148737.87042331634,-inf
294584.84609735844,-inf
128060.60723951412,-inf
-inf,-inf
,inf
,inf
,-inf
,-inf
inf,-inf
169972.79509286638,-inf
inf,-inf
