member_0,member_1,member_2,member_3,member_4
7,3,7,5,4
0,0,7,0,4
0,7,3,5,4
7,6,7,5,6
1,7,3,5,4
0,0,5,0,4
0,0,5,0,4
1,7,2,5,4
0,7,6,0,4
0,0,4,0,4
0,0,5,0,4
0,0,6,0,4
0,0,5,0,4
1,7,3,5,4
0,0,7,0,4
1,7,3,5,4
0,7,4,5,4
1,7,3,5,4
0,6,7,0,6
0,0,5,0,4
1,7,3,5,4
1,7,2,5,4
0,0,3,5,4
7,0,7,5,4
0,0,5,0,4
1,7,3,5,4
1,7,2,5,4
1,0,3,5,4
0,7,3,5,4
0,0,5,0,4
7,0,7,5,4
0,0,0,5,4
2,6,7,5,6
0,7,3,5,4
0,3,5,0,6
7,0,7,5,4
0,7,3,5,4
0,0,6,0,6
0,0,4,0,4
0,7,7,5,4
0,4,5,0,6
0,0,7,0,4
1,2,7,5,4
2,6,7,5,6
2,7,1,5,4
1,7,3,5,4
0,4,7,5,4
0,7,7,5,4
0,0,6,0,4
1,7,1,5,4
7,2,7,5,4
1,6,3,5,4
1,7,4,5,4
1,7,2,5,4
1,7,2,5,4
1,6,0,5,6
0,0,7,0,6
0,0,5,0,4
0,0,4,0,6
0,0,7,0,4
7,6,5,5,6
0,0,5,0,4
0,0,4,0,4
7,3,7,5,4
1,7,3,5,4
1,6,0,5,4
0,0,4,0,4
1,7,2,5,4
1,7,3,5,4
0,0,2,5,4
0,0,4,0,4
0,0,7,5,4
5,6,7,5,6
0,0,7,0,4
1,6,3,5,4
0,0,4,0,4
0,0,4,0,4
1,7,4,5,4
7,3,7,5,4
0,0,5,0,4
2,6,6,5,4
1,7,2,5,4
7,6,7,5,6
1,7,2,5,4
0,0,7,5,4
1,7,2,5,4
5,6,7,5,6
0,0,7,0,6
1,7,3,5,4
0,0,4,0,4
1,7,2,5,4
1,6,3,5,4
1,4,7,5,4
7,6,6,5,6
0,0,4,0,4
0,5,7,0,6
0,0,5,0,4
0,0,4,5,6
1,7,2,5,4
7,0,0,5,6
7,0,7,5,6
7,3,7,4,4
0,7,4,5,4
7,6,0,5,6
0,0,7,5,4
7,0,7,5,4
7,0,7,5,4
0,0,4,0,4
1,7,2,5,4
1,6,4,5,4
0,0,5,0,4
0,7,3,5,4
1,7,3,5,4
0,0,6,0,6
7,0,7,5,4
7,3,7,5,4
0,0,5,0,4
0,7,4,5,4
1,6,7,5,4
7,7,7,5,4
0,7,4,5,4
0,0,4,0,4
2,6,7,5,6
0,0,2,5,4
0,0,1,5,4
0,0,4,0,4
0,7,2,5,4
0,0,5,0,4
7,0,0,5,4
4,6,7,5,6
0,0,2,5,4
0,0,6,0,4
1,7,2,5,4
0,0,7,0,6
1,7,2,5,4
0,0,2,5,4
3,6,7,5,6
0,0,7,0,6
0,0,4,0,4
0,0,1,5,4
1,7,2,5,4
1,7,3,5,4
0,0,4,0,4
1,7,2,5,4
0,0,0,5,4
0,3,7,5,4
1,7,3,5,4
0,3,7,5,4
0,6,7,0,6
0,0,3,0,4
1,6,5,5,4
7,0,7,5,4
0,0,3,0,4
0,0,6,0,4
1,7,2,5,4
0,0,4,0,4
7,1,7,5,4
1,7,3,5,4
1,7,7,5,4
1,6,1,5,4
0,0,6,0,6
7,0,7,5,4
1,7,3,5,4
7,6,5,5,6
0,0,6,0,4
0,5,7,0,6
0,0,2,5,4
0,7,4,0,4
0,0,4,5,4
1,6,3,5,4
1,7,3,5,4
1,7,2,5,4
1,6,7,5,4
0,0,6,0,4
6,6,7,5,6
0,0,5,0,4
0,0,7,5,4
1,6,7,5,4
0,0,0,5,4
0,0,6,5,4
1,7,3,5,4
0,0,7,0,4
0,0,7,0,6
0,0,5,0,4
0,0,7,5,4
0,7,3,5,4
2,6,0,5,6
7,4,7,4,4
0,0,4,0,4
0,7,7,5,4
0,0,4,0,4
1,7,2,5,4
0,0,4,0,4
1,7,3,5,4
0,0,4,0,4
7,0,7,5,4
7,0,0,5,6
0,0,6,0,4
1,7,4,5,4
0,5,7,0,6
0,0,4,0,4
1,7,2,5,4
0,0,4,5,4
1,7,0,5,4
7,3,7,5,4
0,0,6,0,4
0,7,4,5,4
0,0,6,0,4
0,7,4,5,4
0,0,4,0,4
1,7,2,5,4
0,0,7,0,4
7,0,7,5,4
5,4,7,5,4
1,7,4,5,4
0,0,5,0,4
0,0,5,0,4
0,0,6,0,4
0,0,2,5,4
0,7,4,5,4
0,0,6,0,4
0,0,6,0,4
7,6,6,5,6
0,0,7,0,6
1,7,2,5,4
5,6,7,5,6
0,0,7,0,4
0,0,5,0,4
0,0,6,0,4
1,7,2,5,4
1,7,2,5,4
7,6,5,5,6
0,7,2,5,4
7,2,7,5,4
1,7,3,5,4
