member_0,member_1,member_2,member_3,member_4
1,7,7,7,4
1,7,5,3,4
1,7,6,3,4
1,7,7,3,4
1,7,6,3,4
1,7,0,3,4
1,7,6,3,4
1,7,6,3,4
1,7,6,3,4
1,7,6,3,4
1,7,0,3,4
1,7,6,3,4
1,0,7,7,4
1,7,7,7,2
1,7,6,3,4
1,7,0,3,4
1,7,0,3,4
1,7,0,3,4
1,7,0,7,4
1,7,0,3,4
1,7,0,7,4
0,7,0,3,4
1,7,6,3,4
1,7,0,7,4
1,7,5,3,4
1,5,0,3,4
1,7,0,7,4
1,7,0,3,4
1,2,0,7,4
1,0,0,3,4
1,5,0,3,4
1,7,0,3,4
0,7,1,3,4
1,7,7,7,4
1,7,5,3,4
1,7,6,3,4
1,7,0,3,4
1,7,6,3,4
1,7,0,3,4
1,7,5,3,4
1,7,0,3,4
1,0,7,7,4
1,7,7,4,4
1,5,0,3,4
1,7,6,3,4
1,7,6,4,4
1,3,7,7,4
1,7,0,7,4
1,7,7,7,3
1,7,0,6,4
1,7,7,7,4
1,3,7,7,4
1,7,6,3,4
1,0,0,7,4
1,7,7,7,4
1,7,0,3,4
0,7,0,3,4
1,0,0,3,4
1,7,6,3,4
1,0,0,7,4
1,7,0,3,4
1,1,7,7,4
1,7,0,3,4
1,7,0,3,4
1,7,6,4,4
1,7,6,3,4
1,7,0,3,4
1,0,7,7,4
1,7,0,3,4
0,7,0,3,4
1,7,5,3,4
1,7,7,7,4
0,7,0,3,4
1,7,0,3,4
1,7,0,3,4
1,7,6,3,4
1,7,6,3,4
1,7,6,3,4
0,7,0,3,4
1,7,1,3,4
1,7,7,7,4
2,7,6,3,4
1,7,0,3,4
1,7,0,3,4
1,7,0,3,4
1,7,7,7,0
1,7,0,3,4
1,5,0,3,4
1,6,0,3,4
1,7,0,7,4
1,7,6,3,4
1,7,0,3,4
1,7,6,3,4
1,7,5,3,4
0,7,0,3,4
1,7,7,7,4
1,2,7,7,4
1,6,0,3,4
1,7,0,7,4
1,7,0,3,4
1,7,7,7,4
1,0,0,3,4
0,7,0,3,4
0,7,0,3,4
1,7,0,3,4
1,6,0,5,4
1,7,6,7,3
0,7,0,3,4
1,7,0,3,4
1,7,6,3,4
1,7,6,3,4
1,7,6,3,4
1,5,7,7,4
0,7,0,3,4
1,6,0,3,4
1,7,0,7,4
1,7,7,7,4
1,7,7,7,3
1,7,6,3,4
1,6,0,3,4
1,7,5,3,4
1,6,0,7,4
1,0,7,7,4
1,7,0,7,4
1,7,0,3,4
0,7,0,3,4
1,7,0,3,4
1,7,7,7,0
1,7,5,3,4
1,4,0,7,4
1,7,6,3,4
1,0,0,3,4
1,7,7,7,4
0,7,0,3,4
1,0,0,3,4
1,7,6,3,4
0,7,0,3,4
1,7,6,3,4
1,2,0,3,4
1,1,0,7,4
1,0,7,7,4
1,6,0,3,4
0,7,3,3,4
1,7,6,3,4
1,0,0,3,5
1,0,0,7,4
1,7,0,3,4
1,7,4,3,4
1,7,6,3,4
1,5,7,7,4
1,0,7,7,3
1,7,0,3,4
1,7,4,3,4
1,7,0,3,4
0,7,0,3,4
1,7,0,3,4
1,7,0,3,4
1,7,5,3,4
1,7,0,3,4
1,7,0,3,4
1,7,0,3,4
1,7,6,7,4
1,7,0,3,4
1,7,5,3,4
1,7,0,3,4
1,7,6,3,4
1,7,0,3,4
0,7,0,3,4
1,7,6,3,4
1,7,6,3,4
0,7,0,3,4
1,7,7,7,4
1,7,6,3,4
1,7,7,7,4
1,7,6,3,4
1,0,7,7,4
1,7,6,3,4
1,7,5,3,4
1,7,0,3,4
1,7,0,3,4
1,7,0,3,4
0,7,1,3,4
1,7,6,3,4
2,7,5,3,4
1,7,7,7,4
1,4,0,3,4
1,7,6,3,4
1,6,0,3,4
1,0,7,7,4
1,7,7,3,4
1,7,0,3,4
1,7,6,3,4
1,0,0,3,4
1,7,6,3,4
1,7,6,3,4
1,7,5,3,4
1,4,0,3,5
1,7,6,3,4
2,7,6,3,4
1,7,0,3,4
1,7,0,3,4
1,7,0,3,4
1,7,7,7,4
1,7,0,7,4
1,7,6,3,4
1,7,6,3,4
0,7,0,3,4
1,7,6,3,4
1,7,6,3,4
1,7,0,3,4
1,7,6,3,4
1,6,0,3,4
1,7,0,7,4
1,7,0,3,4
1,4,7,7,3
1,7,0,3,4
1,7,0,3,4
1,7,6,3,4
1,7,0,3,4
1,0,0,3,4
1,6,0,3,4
1,7,6,3,4
1,7,0,3,4
1,7,0,3,4
1,7,5,3,4
1,7,7,7,4
1,7,6,3,4
1,2,0,3,4
0,7,2,3,4
1,7,6,3,4
1,7,6,3,4
1,7,5,3,4
1,7,6,3,4
1,7,6,3,4
1,6,0,3,4
