member_0,member_1,member_2,member_3,member_4
7,0,7,0,0
1,5,1,4,2
0,5,1,4,2
0,7,1,0,2
0,7,1,0,2
7,3,7,0,0
7,5,7,0,3
0,0,1,0,2
7,0,7,7,0
0,5,1,5,2
1,7,1,7,2
1,0,1,7,2
0,5,1,5,2
0,7,1,0,2
0,5,6,5,2
0,5,1,2,2
1,5,1,4,2
0,5,1,5,2
7,0,7,0,7
7,5,6,6,0
1,5,1,4,2
0,3,1,0,2
0,7,1,0,2
1,0,7,7,7
0,5,1,3,2
1,7,1,7,2
0,0,1,0,2
7,5,6,6,4
0,5,7,1,3
0,5,1,3,2
0,7,1,0,2
0,0,7,0,7
0,0,1,0,2
0,5,1,0,2
7,5,6,4,7
1,7,1,7,2
0,7,1,0,2
7,0,7,7,0
7,5,7,7,7
0,5,1,5,2
1,7,1,7,2
0,7,1,0,2
0,5,7,0,3
7,0,7,0,0
0,7,1,0,2
0,5,1,4,2
1,0,7,7,7
0,0,1,0,2
0,0,7,0,7
1,5,1,4,2
1,5,1,4,2
7,5,7,7,0
0,5,1,3,2
1,5,1,4,2
0,7,1,0,2
1,0,7,7,7
7,0,7,0,0
0,7,1,0,2
0,0,7,0,7
7,4,7,0,0
0,0,7,0,7
0,5,1,4,2
1,5,1,4,2
1,0,1,7,2
0,0,7,0,7
7,5,7,0,3
0,7,1,0,2
0,5,1,4,2
0,5,1,4,2
0,5,7,1,3
7,5,7,0,3
0,0,1,0,2
1,0,7,7,7
7,3,7,7,0
7,0,7,0,7
1,0,7,7,7
0,5,1,4,2
0,5,1,0,2
0,5,1,4,2
0,5,1,3,2
1,7,1,7,2
0,7,1,0,2
2,2,1,7,2
1,5,1,4,2
0,5,1,5,2
7,4,7,0,0
7,5,6,5,0
0,7,1,0,2
0,7,1,0,2
0,0,7,0,7
1,5,1,4,2
1,5,7,4,6
0,5,7,0,3
0,7,1,0,2
7,4,7,0,0
7,4,7,7,0
0,5,1,4,2
1,5,1,4,2
0,7,1,0,2
1,0,7,7,7
1,0,7,7,7
0,5,1,0,2
7,5,7,7,5
0,0,1,0,2
7,0,7,0,7
0,5,1,5,2
0,0,7,0,7
7,5,6,4,7
2,5,1,4,2
0,0,7,7,7
1,5,1,4,2
0,7,1,0,2
0,5,1,4,2
7,5,7,7,1
7,3,7,0,0
1,0,7,7,7
1,5,1,4,2
7,0,7,0,7
7,4,7,0,0
0,0,7,0,7
0,5,1,4,2
0,0,1,0,2
0,7,1,0,2
7,5,7,7,1
0,0,1,0,2
1,5,1,4,2
0,0,1,0,2
0,0,7,0,7
0,5,1,4,2
1,5,1,4,2
2,5,1,4,2
1,0,7,7,7
0,5,1,4,2
0,5,6,7,3
0,5,1,4,2
0,0,1,0,2
1,0,7,7,7
0,5,7,5,7
7,5,7,0,3
7,1,7,0,0
0,5,1,4,2
0,5,1,2,2
7,0,7,7,7
0,0,1,0,2
1,5,1,4,2
7,1,7,7,0
0,0,7,0,0
1,5,1,4,2
0,7,1,0,2
1,5,1,3,2
0,7,1,0,2
1,0,1,7,2
1,7,1,7,2
7,0,7,0,0
0,5,1,3,2
1,7,1,7,2
0,5,1,4,2
0,0,7,0,7
0,5,1,3,2
0,5,1,4,2
0,5,6,6,1
7,3,7,0,0
0,0,7,7,7
1,0,7,7,7
7,4,7,0,0
0,7,1,0,2
0,5,1,4,2
0,7,1,0,2
1,5,1,4,2
2,1,1,7,2
0,5,1,5,2
0,0,7,0,0
0,5,1,3,2
0,7,1,0,2
1,5,1,4,2
0,0,1,0,2
1,5,1,4,2
0,7,1,0,2
1,5,1,4,2
0,0,1,0,2
0,5,7,7,3
0,7,1,0,2
1,7,1,7,2
7,5,7,7,2
0,7,1,0,2
0,5,6,7,2
7,4,7,0,0
0,0,7,0,0
0,0,7,7,7
1,7,1,7,2
7,5,6,4,7
0,5,1,4,2
1,5,1,4,2
1,7,1,7,2
0,5,7,0,2
0,7,1,7,2
0,5,1,2,2
7,5,7,7,3
0,7,1,0,2
1,5,1,4,2
7,4,7,0,0
7,5,7,7,7
0,5,7,4,5
0,5,7,5,5
0,7,1,0,2
7,5,7,0,0
1,7,1,7,2
0,5,6,7,2
1,0,7,7,7
7,0,7,0,0
7,5,7,4,7
1,7,1,7,2
0,7,1,0,2
0,7,1,0,2
7,5,7,0,3
0,5,1,4,2
1,5,1,4,2
1,5,1,4,2
0,7,1,0,2
0,5,1,6,2
0,0,7,0,7
0,5,1,4,2
1,7,1,7,2
7,3,7,7,0
0,5,1,4,2
0,5,1,4,2
7,5,7,7,3
7,0,7,0,0
1,5,1,4,2
1,5,1,4,2
7,1,7,0,0
1,0,7,7,7
7,5,7,0,3
7,0,6,0,0
0,0,1,0,2
