member_0,member_1,member_2,member_3,member_4
1,1,5,7,7
1,2,5,4,6
1,7,5,4,4
1,7,5,4,6
1,2,5,7,7
1,7,5,0,6
1,0,5,6,7
1,2,5,0,6
1,3,5,4,7
0,7,5,0,6
1,0,5,0,6
1,7,5,4,4
0,3,5,0,6
1,0,5,0,6
1,7,3,4,6
1,4,3,4,6
0,3,5,7,6
1,7,5,4,6
5,4,3,4,7
1,3,5,7,6
1,2,5,0,6
1,0,5,0,6
1,0,5,7,7
2,7,5,4,4
0,3,5,6,7
1,4,5,4,6
1,0,3,0,6
1,0,5,0,6
1,7,1,4,4
5,6,5,4,7
1,2,5,7,6
1,7,5,0,6
1,0,5,0,6
1,0,5,7,7
1,7,5,4,4
0,2,5,7,7
1,5,2,4,4
1,7,3,4,4
0,3,5,0,6
1,0,5,6,7
1,0,5,7,7
1,3,5,7,7
1,0,5,0,6
1,0,5,0,6
1,7,5,4,6
1,7,2,4,4
1,3,5,4,4
1,3,5,0,6
1,1,5,4,7
1,0,5,0,6
1,3,5,4,4
1,0,5,7,7
0,3,5,0,6
1,3,2,4,4
1,7,3,4,6
0,2,5,0,6
1,1,5,0,6
1,7,5,4,6
1,4,2,4,4
0,6,5,0,6
0,3,5,0,6
1,0,3,6,7
5,4,5,4,7
1,3,5,0,6
1,3,5,4,6
1,7,3,4,6
1,0,5,7,7
1,7,5,4,6
1,7,3,4,5
5,7,3,4,7
5,7,3,4,7
1,0,5,7,7
1,0,5,7,7
1,7,3,4,6
1,0,5,6,7
1,0,5,0,6
1,7,5,4,3
1,3,2,4,4
5,7,3,4,7
1,0,3,0,6
1,2,5,7,6
1,7,5,4,6
0,2,5,7,7
1,0,5,0,6
1,0,5,7,6
1,7,3,4,6
1,3,5,7,6
2,7,5,4,6
1,3,5,7,7
1,7,5,4,4
1,0,5,0,6
0,7,5,0,6
1,6,5,4,0
1,0,5,5,7
1,0,5,0,6
5,7,2,4,7
1,7,5,0,6
1,0,5,7,6
1,7,3,4,3
0,3,5,0,6
1,0,3,0,6
1,0,5,1,6
1,0,3,6,7
1,0,3,0,6
0,3,5,0,6
1,7,5,4,4
1,7,5,4,4
1,0,5,4,7
1,3,3,4,4
1,7,5,4,4
1,0,5,0,6
5,7,3,4,7
1,7,3,4,6
1,0,5,0,6
0,5,5,7,7
0,3,5,0,6
1,0,5,7,7
0,7,5,0,6
0,3,5,0,6
1,1,5,4,6
1,7,3,4,4
1,7,3,4,6
1,0,3,0,6
1,0,5,0,6
1,7,5,4,4
5,7,5,4,7
0,3,5,0,6
1,0,5,6,7
1,3,5,0,6
1,4,5,4,4
1,3,5,0,6
0,3,5,0,6
1,3,5,4,4
1,0,3,0,6
1,1,5,0,6
1,7,2,4,4
1,7,5,4,3
1,0,5,0,6
1,0,5,6,7
1,1,5,0,6
0,3,5,7,6
1,3,5,0,6
1,4,0,4,4
1,3,5,4,4
1,1,5,5,7
5,7,5,4,7
1,0,5,4,7
1,3,5,4,4
0,3,5,0,6
1,3,5,4,4
5,6,5,4,7
0,0,5,7,7
1,0,5,0,6
0,7,5,0,6
5,4,3,4,7
1,3,5,0,6
1,7,5,4,3
1,2,5,4,7
5,7,3,4,7
1,3,2,4,4
1,7,3,4,6
1,4,2,4,4
1,6,3,4,6
1,0,5,0,6
1,2,5,0,6
1,1,5,4,7
1,0,5,7,7
0,4,5,0,6
1,7,5,4,7
2,7,5,4,6
1,7,5,4,6
1,2,5,0,6
1,0,5,7,7
1,0,5,6,7
0,5,5,0,6
1,3,3,4,4
1,0,5,7,7
1,3,2,4,4
1,0,3,7,7
1,0,5,0,6
1,7,5,4,6
0,3,5,7,6
5,7,5,4,7
1,7,3,4,3
0,3,5,7,6
5,7,3,4,7
1,0,5,7,7
0,3,5,0,6
0,3,5,0,6
1,7,3,4,4
1,3,5,4,6
0,7,5,0,6
1,7,5,4,6
0,3,5,7,6
1,1,5,7,7
1,0,5,7,7
0,4,5,0,6
1,7,3,4,4
0,3,5,0,6
1,0,5,7,6
1,1,5,4,7
5,3,5,4,7
1,0,5,0,6
1,7,5,4,4
1,3,5,7,6
1,0,5,0,6
1,2,5,0,6
1,3,5,0,6
1,7,5,4,6
1,3,5,0,6
1,2,5,4,6
1,7,3,4,6
1,6,3,4,1
0,3,5,0,6
1,0,5,6,7
1,2,5,0,6
1,3,5,4,6
0,7,5,0,6
1,0,5,7,7
1,0,3,0,6
1,0,3,0,6
1,0,5,7,7
1,0,5,7,6
1,7,5,4,3
1,7,5,4,6
1,2,5,0,6
1,7,5,4,6
1,0,3,0,6
1,0,5,0,6
1,7,5,4,6
1,0,5,7,7
5,3,1,4,7
1,7,5,4,4
1,2,5,4,7
5,7,3,4,5
