member_0,member_1,member_2,member_3,member_4
0,2,6,7,0
0,2,6,7,0
0,2,8,6,0
0,4,6,7,0
1,3,6,6,2
0,3,6,7,0
0,3,6,7,0
0,2,9,8,0
0,4,9,9,0
0,2,6,7,0
0,3,7,6,0
0,3,9,7,0
0,2,7,7,0
0,3,6,6,0
0,2,9,6,0
0,4,5,8,0
0,3,8,6,0
0,4,5,8,0
0,2,9,8,0
0,3,5,8,0
0,4,7,6,0
0,2,9,6,0
0,3,8,6,0
0,4,6,7,0
0,4,9,7,0
0,4,9,8,0
0,2,9,6,0
6,3,6,4,9
0,4,5,7,0
0,3,8,6,0
0,4,9,8,0
0,2,5,7,0
0,3,9,6,0
8,3,5,7,3
0,2,5,8,0
0,2,9,6,0
0,2,8,6,0
0,3,6,7,2
0,2,7,6,0
0,4,6,7,0
3,2,5,7,2
0,3,9,6,0
0,3,8,6,0
0,2,7,7,0
0,2,6,7,0
0,2,6,6,0
0,3,9,7,2
0,3,5,8,0
0,4,9,6,0
0,4,8,6,0
0,2,7,7,0
8,2,5,7,2
0,2,9,8,0
0,3,5,9,0
0,2,7,7,0
0,2,9,7,0
0,2,6,7,0
0,2,7,6,0
0,2,8,6,0
0,2,9,7,0
0,3,4,9,0
0,3,9,6,0
0,3,9,6,0
0,3,9,6,0
0,2,5,8,3
0,2,6,6,0
3,3,5,7,2
0,2,9,6,0
0,3,9,6,0
0,4,6,7,1
0,3,7,6,0
0,2,9,6,0
0,2,5,8,0
0,2,8,6,0
0,2,9,6,0
0,2,4,7,0
0,3,9,6,0
0,3,8,6,0
0,3,5,8,0
0,2,7,6,0
9,3,4,7,4
0,3,7,6,0
0,2,9,6,0
0,3,9,6,0
0,4,5,8,0
0,2,6,7,0
0,2,6,8,0
0,3,6,7,0
0,2,5,7,0
0,2,6,7,0
0,2,7,8,0
0,2,6,7,0
0,2,9,6,0
9,3,5,7,3
0,4,9,6,0
0,4,7,7,0
0,2,7,6,0
0,2,8,6,0
0,2,9,6,0
2,2,5,7,1
0,4,8,6,0
0,2,9,7,0
2,2,5,7,2
0,3,9,6,0
0,2,6,7,0
0,4,9,6,0
0,2,9,6,0
0,2,6,6,0
0,3,6,7,1
0,3,8,6,0
0,2,9,6,0
0,2,6,7,0
0,4,5,8,0
0,2,9,7,0
0,4,6,8,0
0,3,9,6,0
0,4,5,8,1
0,4,5,7,1
0,2,6,7,0
0,3,6,6,0
0,2,5,7,0
2,3,5,7,2
0,4,8,7,0
0,4,6,8,0
0,2,7,6,0
0,3,9,6,0
0,3,9,6,0
0,2,4,8,0
0,2,9,6,0
0,2,9,7,0
0,4,9,7,0
0,2,6,7,0
0,2,5,7,1
9,3,5,7,3
0,2,9,6,0
0,2,5,8,0
0,3,7,6,0
0,2,8,6,0
0,2,7,7,0
0,3,7,6,0
0,3,9,6,0
0,2,9,6,0
0,3,9,6,0
0,2,9,7,0
0,3,9,6,0
0,4,9,8,0
0,2,9,6,0
0,3,6,7,0
0,3,6,6,1
0,3,5,8,0
0,4,5,7,0
0,2,6,7,0
0,4,9,7,0
0,2,9,7,0
0,4,5,7,0
0,2,7,7,0
0,3,7,6,1
0,4,5,7,0
0,4,5,8,0
0,3,9,6,0
0,3,9,6,0
0,2,8,6,0
0,2,9,6,0
0,2,9,6,0
0,2,5,7,0
0,3,8,6,0
0,4,5,7,0
0,2,9,7,0
0,3,7,6,0
0,3,8,6,0
0,3,6,7,0
0,4,6,7,0
0,2,9,6,0
0,3,8,6,0
0,2,9,6,0
0,2,9,6,0
0,2,7,7,0
0,3,8,6,0
0,2,8,6,0
0,2,6,7,0
0,2,9,7,0
0,4,6,7,0
0,2,5,8,0
0,2,9,7,0
0,3,9,6,0
0,3,6,7,0
0,2,6,7,0
0,2,5,7,0
0,2,8,6,0
0,2,9,6,0
8,9,8,5,9
0,2,7,6,0
0,3,7,6,0
0,2,5,8,0
0,2,5,7,1
0,4,5,8,0
0,4,9,7,0
0,2,9,6,0
0,4,8,6,0
0,2,7,7,0
0,2,7,6,0
0,2,9,7,0
0,2,6,7,0
0,3,9,6,0
0,2,6,7,0
0,4,9,6,0
0,3,9,5,0
0,2,7,7,0
0,3,7,6,0
0,2,5,7,0
0,3,9,6,0
0,3,6,7,1
0,3,9,6,0
0,2,6,8,0
0,2,5,7,0
0,3,7,6,0
0,3,7,6,0
0,2,5,7,0
0,3,9,6,0
0,2,7,7,0
0,2,7,6,0
0,2,9,6,0
0,4,5,8,0
0,2,7,6,0
1,4,5,7,2
0,2,9,7,0
0,3,5,8,0
0,2,5,7,1
0,2,9,6,0
0,2,6,7,0
0,3,5,8,0
9,3,5,7,3
0,4,9,7,0
0,2,8,6,0
0,4,5,8,0
0,3,9,6,0
0,3,9,7,0
0,3,7,6,0
0,2,6,7,0
0,2,9,6,0
0,2,6,7,0
9,3,5,7,3
0,4,5,8,0
0,2,8,6,0
0,4,5,7,0
0,4,9,6,0
0,2,9,6,0
0,4,6,7,0
4,4,5,8,3
0,2,7,7,0
0,2,9,6,0
0,2,9,6,0
0,2,9,6,0
0,3,9,6,0
0,3,6,6,0
0,2,9,6,0
6,2,4,7,2
9,4,4,8,3
0,3,8,6,0
0,3,7,6,0
0,2,7,6,0
0,4,5,7,0
0,2,6,7,0
3,3,5,7,2
0,3,8,7,2
0,2,8,6,0
2,3,5,7,2
0,2,5,7,0
0,2,7,6,0
0,2,6,7,0
0,3,7,6,0
0,2,8,6,0
0,4,6,7,0
0,2,5,7,0
0,3,9,6,0
0,4,6,7,0
0,4,7,7,0
0,4,8,6,0
0,2,9,8,0
0,2,6,7,0
0,2,6,6,0
0,4,5,8,0
0,3,7,6,0
9,3,4,8,4
0,3,8,6,0
0,4,5,7,0
0,2,9,7,0
0,3,8,6,0
0,3,8,6,0
0,2,9,6,0
4,3,5,7,2
6,3,5,7,3
0,2,9,6,0
0,3,7,6,0
0,4,6,7,0
0,2,8,6,0
0,3,7,6,0
0,2,9,6,0
0,4,9,7,0
0,0,6,5,9
9,2,4,8,3
0,2,6,7,0
0,4,5,8,0
0,3,7,6,0
0,2,5,8,0
0,2,9,6,0
0,3,9,6,0
0,2,6,6,0
0,3,8,6,0
0,4,5,7,0
9,3,4,7,4
0,2,9,7,0
0,3,9,6,0
0,2,7,6,0
0,4,6,7,0
0,2,9,6,0
0,4,7,7,0
0,2,6,7,0
0,2,5,7,0
0,2,6,7,0
0,2,8,6,0
9,3,5,7,3
0,3,5,8,0
0,3,5,8,0
0,4,7,6,0
0,2,8,6,0
0,3,9,6,0
0,3,8,6,0
0,1,5,8,0
0,4,8,6,0
0,2,6,7,0
0,3,7,6,0
0,2,8,6,0
0,3,7,6,0
0,2,5,6,0
0,3,9,7,0
0,4,5,7,1
7,4,5,7,3
0,2,6,6,0
0,3,5,7,0
0,4,6,7,0
0,2,8,6,0
0,2,9,6,0
9,2,4,8,2
0,2,9,6,0
0,4,6,7,0
0,2,9,6,0
0,3,9,7,0
0,2,9,6,0
3,3,5,7,2
1,2,5,7,2
0,3,5,7,1
0,4,6,7,1
0,2,5,7,0
0,3,8,6,0
0,3,4,9,0
0,3,5,8,0
0,2,5,8,0
0,2,6,6,0
0,2,9,6,0
0,2,9,6,0
0,4,9,8,0
0,3,9,6,0
0,2,9,6,0
0,3,5,7,2
0,2,7,7,0
1,3,6,7,3
0,2,9,6,0
3,9,9,4,9
0,3,8,6,0
0,3,8,6,0
0,3,8,6,0
0,4,6,7,0
0,3,6,6,1
3,3,5,7,2
0,3,5,8,0
0,2,8,7,0
0,3,9,6,0
0,3,9,7,0
0,3,5,9,0
0,3,5,9,0
0,3,6,7,0
0,4,5,7,0
0,3,9,6,0
0,3,8,9,0
0,2,9,8,0
0,3,9,6,0
0,3,9,6,0
0,2,5,7,0
0,9,4,6,9
0,2,6,7,0
0,4,8,6,0
0,3,6,7,1
0,3,6,6,0
0,2,9,6,0
0,3,8,6,0
0,2,9,6,0
0,2,9,6,0
0,2,9,6,0
0,2,6,7,0
7,3,5,7,3
0,2,9,5,0
0,2,6,7,0
0,2,6,6,0
0,2,8,6,0
0,4,5,8,1
0,2,6,7,0
0,4,5,8,0
9,4,4,8,3
0,3,6,6,1
0,2,7,7,0
0,2,5,7,0
0,2,5,8,0
0,2,7,6,0
0,3,8,6,0
0,2,5,7,0
0,4,5,7,0
0,2,6,7,0
8,3,6,7,4
0,4,6,8,0
0,4,5,8,0
0,3,4,9,0
0,3,9,6,0
0,2,5,8,0
0,2,9,6,0
0,2,5,8,0
0,2,9,8,0
0,2,9,7,0
0,2,5,7,0
9,2,4,8,3
0,2,5,7,0
0,2,6,7,0
9,3,5,7,3
0,4,9,6,0
0,4,9,7,0
3,3,4,8,1
0,3,7,6,0
9,3,5,7,4
0,3,5,8,0
0,2,9,6,0
0,3,9,6,0
0,2,7,6,0
0,2,9,7,0
0,2,6,7,0
0,2,9,6,0
0,2,5,7,0
0,2,7,6,0
0,2,6,7,0
0,3,6,7,0
0,2,6,7,0
0,2,5,7,0
0,2,5,7,0
0,3,5,8,0
0,3,5,7,0
0,3,6,7,1
0,2,6,7,1
0,4,6,7,0
0,4,5,8,0
0,3,8,6,0
0,2,8,6,0
0,2,6,7,0
0,3,4,9,0
0,4,5,8,0
0,4,9,7,0
0,2,7,6,0
0,3,9,6,0
0,3,5,8,0
0,2,9,6,0
0,2,8,6,0
0,3,7,6,0
0,3,5,7,2
0,3,5,8,0
0,2,5,7,0
9,2,4,9,3
8,3,5,7,2
0,3,9,6,0
0,2,9,6,0
0,2,8,6,0
9,3,4,8,4
0,2,9,6,0
0,1,9,7,0
0,2,9,6,0
0,3,6,7,1
0,2,9,6,0
0,4,7,6,0
0,3,9,6,0
0,2,9,6,0
0,2,9,7,0
0,3,9,6,0
0,3,9,6,0
0,4,6,7,0
0,4,5,8,0
0,4,8,6,0
0,3,7,6,0
0,3,6,7,2
0,3,5,7,0
0,4,9,8,0
0,2,9,6,0
0,2,9,6,0
0,3,5,8,0
0,2,9,6,0
0,3,5,7,2
0,2,9,6,0
0,3,6,6,1
0,2,9,6,0
0,2,9,6,0
0,2,7,6,0
0,2,8,6,0
0,3,9,6,0
9,2,4,7,2
0,3,7,6,0
0,2,8,6,0
0,3,5,7,0
0,2,6,6,0
0,3,7,6,0
0,2,7,6,0
0,3,9,6,0
0,3,9,6,0
0,3,6,6,0
0,3,6,7,0
0,2,4,8,0
0,4,9,7,0
0,2,9,6,0
0,2,5,7,0
0,2,9,6,0
0,3,8,6,0
0,2,9,6,0
0,3,8,6,0
0,3,7,6,0
0,3,7,6,0
0,4,9,7,0
0,2,7,6,0
0,2,9,6,0
0,2,7,7,0
0,3,9,6,0
0,3,8,6,0
0,3,9,6,1
0,3,9,6,0
0,3,6,7,0
0,4,5,8,0
0,4,4,8,1
0,3,9,6,0
0,2,7,6,0
0,2,9,6,0
0,2,9,6,0
0,2,6,6,0
0,2,9,6,0
0,2,9,7,0
0,4,5,7,0
8,3,5,7,3
0,4,9,6,0
0,2,6,7,0
0,2,8,6,0
0,2,7,7,0
0,3,9,6,0
0,2,7,6,0
0,3,9,6,0
0,2,7,6,0
0,2,9,6,0
0,3,8,6,0
2,3,5,7,2
0,2,9,7,0
0,3,8,6,0
0,3,9,6,0
0,2,9,6,0
0,2,9,7,0
0,2,9,6,0
0,2,6,7,0
0,3,9,6,0
0,2,9,6,0
0,2,7,7,0
0,4,9,6,0
0,2,7,6,0
0,2,8,6,0
0,3,5,8,0
0,2,9,7,0
0,3,9,6,0
0,3,7,6,0
2,4,5,8,2
0,2,8,6,0
0,4,5,7,1
0,2,7,6,0
0,2,8,6,0
0,4,7,7,0
0,2,6,7,0
0,2,6,6,0
0,2,7,6,0
0,4,5,8,1
0,3,9,6,0
0,2,7,7,0
0,2,5,7,0
0,3,9,6,0
0,2,7,6,0
0,4,6,7,0
0,2,6,6,0
0,2,7,6,0
0,2,5,7,0
9,3,5,7,3
0,3,5,8,0
9,3,5,7,3
0,3,5,8,0
0,4,5,8,0
0,2,9,6,0
0,3,8,6,0
0,2,5,7,0
0,3,9,5,0
0,2,8,6,0
0,3,9,6,0
0,2,7,6,0
0,2,9,6,0
0,2,7,6,0
0,3,9,6,0
0,3,7,6,0
0,2,9,6,0
0,2,5,7,1
0,3,7,6,0
0,3,6,7,2
0,3,9,6,0
0,3,7,7,0
0,2,9,6,0
0,3,7,6,0
0,3,6,8,0
7,2,5,7,3
0,2,9,8,0
0,4,5,8,0
0,2,9,6,0
0,3,5,8,0
0,3,8,6,0
0,2,7,7,0
0,4,9,7,0
0,4,7,7,0
0,2,9,6,0
0,2,5,7,0
0,4,9,6,0
0,2,7,7,0
0,2,6,7,0
