member_0,member_1,member_2,member_3,member_4
0,7,4,0,1
0,7,3,0,0
0,3,3,0,3
0,4,3,0,0
0,7,3,0,0
0,5,3,0,0
0,7,3,0,0
1,7,4,1,1
1,7,4,1,4
1,7,4,1,1
0,7,3,0,0
0,3,3,0,4
0,3,3,0,0
0,0,3,1,2
0,4,3,0,3
0,7,3,0,0
0,4,3,0,0
1,5,4,1,4
0,7,3,0,0
0,3,3,0,0
1,4,4,1,4
0,4,3,0,0
0,7,3,0,1
0,0,3,0,2
2,3,4,1,4
0,4,3,0,0
0,0,3,0,0
1,5,4,1,4
0,6,3,0,0
0,0,3,0,0
1,6,4,1,4
0,0,3,0,0
0,4,3,0,0
0,3,3,0,0
0,0,3,0,0
0,7,4,0,1
1,7,4,1,1
0,4,3,0,1
1,7,4,1,1
0,6,4,0,1
0,3,3,0,0
1,5,4,1,4
0,0,3,1,2
1,7,4,1,4
0,7,3,0,0
0,7,3,0,0
0,7,3,0,0
0,7,3,0,0
1,0,3,1,1
0,3,3,0,0
2,3,4,1,4
1,5,4,1,4
3,0,7,0,1
0,0,3,0,0
1,4,4,1,4
0,7,3,0,0
2,4,4,1,4
0,4,3,0,0
1,7,4,1,4
1,7,4,1,1
0,0,3,0,0
1,0,3,1,1
0,0,3,0,0
0,5,3,0,0
0,7,3,0,0
0,5,3,0,0
0,6,3,0,0
1,4,4,1,4
1,4,3,1,4
0,0,3,0,0
0,7,3,0,0
0,5,3,0,1
0,4,3,0,0
0,7,3,0,0
1,7,4,1,1
1,7,4,1,4
0,5,3,0,0
0,6,3,0,0
0,7,3,0,0
0,0,3,0,0
0,0,3,0,0
0,4,3,0,0
1,4,3,1,4
0,7,3,0,0
0,4,3,0,3
0,7,3,0,0
0,6,3,0,0
0,0,4,0,1
1,4,3,1,4
0,0,3,0,0
0,3,3,0,0
1,0,3,1,1
1,7,4,1,4
0,7,4,0,1
1,7,4,1,1
0,4,3,0,0
1,7,4,1,1
1,5,4,1,4
0,4,3,0,1
0,4,3,0,0
0,7,4,0,0
0,4,3,0,0
0,3,3,0,0
0,4,3,0,0
1,6,4,1,4
0,7,3,0,0
0,7,3,0,0
0,7,3,0,0
0,3,3,0,0
0,3,3,0,3
0,4,3,0,0
0,3,3,0,3
1,5,4,0,1
0,4,3,0,0
0,4,3,0,1
0,7,3,0,0
0,4,3,0,1
0,0,3,0,0
0,6,3,0,0
0,4,4,1,4
1,5,4,1,4
1,0,4,1,1
0,0,3,0,0
0,5,3,0,0
0,0,3,0,0
0,3,3,0,0
1,7,4,1,4
0,3,3,0,0
1,3,4,1,4
0,7,4,0,1
1,4,3,1,4
1,7,4,1,4
1,4,4,1,4
0,7,3,0,0
1,4,3,1,4
1,7,4,1,1
1,7,4,1,1
0,0,3,0,0
1,7,4,1,1
1,5,4,1,4
0,3,3,0,3
0,7,3,0,0
1,0,4,1,2
0,6,3,0,0
0,4,3,0,0
0,7,4,0,1
0,5,3,0,0
0,0,3,0,0
1,4,4,1,4
1,4,3,0,4
0,7,3,0,0
1,5,4,1,4
0,4,3,0,0
1,4,4,1,4
1,6,4,0,1
0,4,3,0,0
0,5,3,0,0
1,3,4,1,4
1,4,4,1,4
0,7,3,0,0
0,7,4,0,0
0,7,3,0,0
0,0,4,0,1
1,4,4,1,4
0,3,3,0,0
0,7,2,0,0
0,4,3,0,3
1,5,4,1,4
0,3,3,0,0
1,7,3,1,4
0,0,4,0,0
1,5,4,1,4
0,7,3,0,0
1,4,4,1,4
0,7,3,1,2
0,4,3,0,0
1,7,4,1,4
0,0,3,0,0
0,4,3,0,3
0,7,3,0,0
0,6,3,0,0
1,4,4,1,4
1,6,4,1,4
1,6,4,1,4
1,7,4,1,4
0,3,3,0,0
0,7,3,0,0
1,4,3,1,4
0,4,3,0,0
0,7,3,0,0
0,4,3,0,0
0,7,3,0,0
0,4,4,1,4
0,7,4,0,0
1,5,4,1,4
1,0,4,2,2
0,7,3,0,0
0,4,3,0,3
0,7,3,0,0
0,4,3,0,0
1,3,4,1,4
0,4,4,1,4
0,3,3,0,1
4,3,3,0,3
0,7,3,0,0
1,5,4,1,4
1,4,4,1,4
1,7,3,0,1
0,4,3,0,0
0,5,4,0,0
0,0,3,0,0
1,7,4,1,1
0,5,3,0,0
1,6,4,1,4
0,3,3,0,0
0,4,3,0,0
0,0,3,0,0
1,7,4,1,1
1,4,3,1,4
0,7,3,0,0
0,7,3,0,0
0,4,3,0,0
0,4,3,0,0
1,7,4,1,1
0,3,3,0,0
1,0,4,1,1
0,4,3,0,3
1,4,4,1,4
0,5,3,0,0
0,7,3,0,0
0,6,3,0,0
0,0,3,0,0
0,0,4,0,0
0,7,4,0,1
0,5,4,1,4
