member_0,member_1,member_2,member_3,member_4
6,9,7,8,6
4,3,8,5,7
0,0,6,0,5
3,3,8,5,7
0,9,6,0,5
0,9,7,5,6
4,0,8,5,7
0,0,7,0,5
2,9,8,0,7
0,0,7,6,6
6,9,7,0,6
0,0,7,6,6
0,9,7,0,5
0,9,7,0,5
0,9,2,0,6
0,0,7,6,6
0,9,0,0,5
0,9,2,0,6
0,9,3,0,6
0,0,7,0,5
0,0,0,0,5
6,9,7,0,6
0,9,7,6,6
0,0,7,0,5
0,0,7,6,6
0,0,7,5,6
0,0,7,6,6
6,9,7,0,6
6,9,7,0,6
0,0,6,0,4
0,0,0,0,5
0,0,7,6,6
0,0,7,0,5
6,9,7,0,6
0,9,3,0,7
0,1,7,6,6
0,0,7,0,5
0,9,0,0,5
0,0,7,0,5
0,0,0,0,6
6,9,7,7,6
0,0,7,0,5
0,0,7,0,5
0,0,7,6,6
0,9,8,5,5
6,9,7,0,6
0,2,7,6,6
0,9,3,0,7
0,9,3,0,9
0,9,3,0,7
6,9,7,7,6
0,9,7,6,6
0,9,7,0,5
0,0,7,6,6
0,0,7,0,5
6,9,7,7,6
0,9,3,0,6
0,9,7,6,5
0,9,7,0,5
0,0,7,0,5
0,0,0,0,5
0,0,7,0,5
0,0,7,0,5
0,9,6,0,5
0,9,6,0,5
0,9,7,0,5
0,0,7,6,6
6,9,7,0,6
0,0,0,0,6
0,2,7,6,6
0,0,7,0,5
0,0,7,0,5
0,0,7,0,5
0,0,7,0,5
0,0,7,0,5
0,0,7,0,5
0,9,7,4,6
0,0,7,0,5
0,3,7,6,6
0,9,3,0,6
0,0,0,0,5
0,9,1,0,6
0,0,7,0,5
6,9,7,0,6
0,0,0,0,5
0,9,7,0,5
0,0,7,0,5
6,9,7,7,6
6,9,8,0,8
0,0,7,0,5
0,0,7,0,5
0,9,7,6,6
0,0,7,7,6
0,0,7,6,6
0,0,7,6,6
4,3,8,5,7
6,9,7,0,6
2,9,8,0,7
0,3,8,6,6
0,0,7,6,6
0,0,7,6,6
0,0,7,6,6
0,9,7,0,5
0,9,7,6,6
0,0,7,0,5
0,9,0,0,5
0,0,7,0,5
0,0,7,6,6
0,0,7,0,5
0,0,7,0,5
0,9,0,0,6
6,9,7,0,6
6,9,7,0,6
0,9,7,6,6
0,9,2,0,6
0,9,7,0,5
3,3,8,6,7
6,9,7,0,6
0,0,7,6,6
0,0,7,0,5
0,9,3,0,6
6,9,7,7,6
2,9,8,0,7
0,9,7,6,5
0,9,6,0,5
0,0,0,0,5
6,9,7,0,6
0,9,3,0,9
0,0,8,5,6
0,0,0,0,6
0,9,3,0,6
0,0,7,0,5
0,9,3,0,6
0,0,7,0,5
0,0,7,0,5
0,0,7,6,6
2,9,8,0,7
0,0,7,7,6
0,0,0,0,6
0,0,7,0,5
6,9,7,0,6
6,9,7,0,6
6,9,7,0,6
0,0,7,0,5
0,0,7,0,5
2,9,8,0,7
6,9,7,0,6
0,9,2,0,7
4,3,8,6,7
6,9,7,8,6
0,0,7,6,6
6,9,7,7,6
0,0,7,6,6
0,0,7,0,5
0,9,7,0,5
0,0,7,0,5
0,9,3,0,7
0,0,0,0,5
0,0,0,0,5
0,2,8,6,6
0,0,0,0,5
0,0,0,0,5
0,0,7,0,5
0,9,2,0,6
0,0,6,0,5
3,3,8,5,7
0,0,0,0,5
0,0,7,0,4
0,0,7,0,5
0,0,0,0,5
0,0,7,0,5
6,9,7,0,6
0,0,7,6,6
0,0,7,0,5
2,9,8,0,7
0,0,0,0,6
0,9,7,0,5
6,9,7,8,6
0,9,7,0,5
0,9,1,0,7
0,9,7,0,5
0,0,0,0,5
0,0,7,7,6
0,0,7,6,6
0,9,1,0,6
6,9,7,0,6
0,0,7,0,5
0,0,7,0,5
6,9,7,0,6
0,0,7,0,5
0,0,7,0,5
6,9,7,0,6
0,9,7,6,6
0,0,7,6,6
0,9,7,6,8
6,9,7,0,6
0,0,7,0,5
0,0,7,6,6
0,0,7,0,5
0,0,0,0,5
0,9,7,6,6
0,0,7,6,6
0,9,3,0,7
0,0,7,0,5
0,9,0,0,5
3,2,8,5,7
6,9,7,0,6
0,0,7,0,5
6,9,7,0,6
0,0,7,0,5
6,9,7,7,6
6,9,7,0,6
0,0,7,0,5
0,0,7,0,5
0,0,7,0,5
0,9,7,0,5
0,9,3,0,6
0,0,7,0,5
0,9,2,0,6
6,9,7,0,6
0,0,7,0,5
0,0,7,6,6
0,0,7,6,6
0,0,7,0,5
0,0,7,0,5
0,0,7,7,6
6,9,7,0,6
0,0,7,0,5
0,9,7,0,5
0,0,0,0,6
0,0,7,6,6
0,0,7,0,5
3,2,8,5,7
0,0,0,0,6
0,9,2,0,6
0,0,7,0,5
0,0,7,0,5
0,0,7,0,5
0,9,2,0,6
0,0,7,0,4
0,0,7,0,5
0,0,7,0,5
0,9,7,0,5
0,9,3,0,6
0,0,7,0,5
6,9,7,0,6
6,9,7,0,6
6,9,7,0,6
0,3,7,6,6
0,0,7,0,5
6,9,7,7,6
0,9,7,0,5
2,9,8,0,7
0,0,7,0,5
0,9,7,0,5
0,0,7,0,5
0,9,8,5,7
0,9,7,0,5
6,9,7,0,6
0,0,0,0,5
6,9,7,0,6
0,0,7,0,5
6,9,7,0,6
0,5,7,5,6
0,0,8,5,7
0,0,7,6,6
0,0,7,0,5
0,0,7,0,5
0,0,7,0,5
0,0,7,0,5
0,0,7,6,6
0,9,7,4,6
0,0,7,0,5
0,0,7,0,5
6,9,7,0,6
0,0,7,6,6
0,9,7,6,6
0,0,7,0,5
0,0,7,7,6
3,2,7,6,6
6,9,7,0,6
0,0,7,6,6
6,9,7,0,6
0,0,6,0,5
0,0,7,0,5
0,0,7,0,5
6,9,7,0,6
0,0,7,6,6
0,3,7,6,6
0,0,7,5,6
0,0,7,0,5
0,0,7,0,5
0,0,7,0,5
6,9,7,0,6
0,0,7,6,6
0,0,0,0,5
0,0,7,0,4
6,9,7,0,6
0,0,7,6,6
0,9,7,0,5
0,0,7,0,5
0,9,7,0,5
0,9,7,0,5
0,0,7,6,6
0,5,7,5,6
0,0,1,0,6
0,0,7,0,5
0,0,7,0,5
6,9,7,7,6
0,2,7,6,6
0,0,7,7,6
0,0,7,0,5
0,0,7,0,5
6,9,8,0,6
0,9,7,0,5
0,9,1,0,6
0,0,0,0,6
6,9,7,0,6
0,1,7,5,6
6,9,7,0,6
0,9,7,6,6
0,9,0,0,6
0,0,7,0,5
6,9,7,0,6
3,2,8,5,7
0,0,7,6,6
0,9,7,7,6
6,9,7,0,6
0,0,7,0,5
2,9,8,0,7
0,0,7,5,6
0,0,7,0,5
0,0,7,0,4
0,0,7,0,5
0,9,1,0,6
0,0,7,6,6
0,0,7,0,5
0,0,7,6,6
0,1,7,5,6
6,9,7,0,6
0,0,7,0,5
0,0,7,6,6
0,0,7,0,5
0,0,7,0,5
0,9,7,0,5
0,0,7,0,5
0,0,7,0,5
0,9,6,0,5
0,0,7,6,6
0,0,7,0,5
0,0,7,6,6
0,0,7,0,5
0,0,7,0,5
3,3,8,6,7
0,0,7,5,6
6,9,7,8,6
0,0,7,7,6
0,0,7,6,6
0,0,7,0,5
0,9,7,6,6
6,9,7,0,6
0,0,7,6,6
6,9,7,8,6
6,9,7,0,6
0,9,3,0,6
3,2,8,5,7
0,9,6,0,5
0,0,7,6,6
0,0,7,0,5
6,9,8,0,6
0,9,7,5,5
0,0,7,5,6
0,9,7,0,5
6,9,7,0,6
0,0,7,6,6
0,0,0,0,6
0,3,8,6,6
6,9,7,0,6
6,9,7,8,6
0,0,7,0,4
6,9,7,7,7
0,0,8,5,7
0,0,7,0,5
0,0,7,0,5
6,9,7,7,6
0,0,7,0,5
0,0,1,0,6
0,0,7,6,6
0,9,7,0,5
0,9,7,7,6
0,2,8,6,6
0,9,3,0,7
6,9,7,0,6
0,3,7,6,6
0,0,7,6,6
6,9,7,0,6
0,9,7,0,5
0,0,7,0,5
0,9,6,0,5
0,0,7,0,5
6,9,7,0,6
0,9,3,0,6
0,9,7,0,5
2,9,8,0,7
0,0,0,0,6
0,0,7,6,6
0,3,7,6,6
0,0,7,0,5
6,9,7,0,6
6,9,7,0,6
6,9,7,0,6
0,9,1,0,6
0,0,7,6,6
0,0,7,0,5
6,9,7,7,6
0,9,1,0,6
0,0,7,0,5
3,3,8,6,6
6,9,7,0,6
0,0,0,0,5
0,0,0,0,5
0,0,7,0,5
0,0,7,0,5
0,9,3,0,7
0,9,7,0,5
0,0,7,0,5
0,9,3,0,7
0,0,7,0,5
0,0,7,0,5
6,9,7,0,6
0,0,7,0,5
0,9,3,0,7
0,0,0,0,6
0,9,7,0,5
0,0,7,0,4
0,0,7,0,5
0,9,3,0,7
0,0,7,6,6
0,9,7,0,5
0,2,7,7,6
3,3,8,6,7
0,0,0,0,5
0,0,7,0,5
0,0,7,6,6
0,4,7,5,6
0,3,7,6,6
0,0,7,0,5
0,0,7,6,6
0,0,7,6,6
0,9,7,0,5
3,3,8,6,7
0,0,0,0,6
0,0,7,0,5
0,3,8,6,7
0,9,3,0,6
0,9,7,0,5
0,0,7,0,5
0,0,7,0,5
0,9,3,0,7
0,0,7,0,5
0,9,7,0,5
6,9,7,0,6
0,0,7,0,5
3,3,8,6,7
0,0,7,5,6
6,9,7,0,6
0,9,2,0,7
0,9,2,0,6
0,0,0,0,5
0,9,7,6,6
0,9,3,0,7
0,0,7,0,5
6,9,7,7,6
6,9,7,0,6
0,0,7,6,6
0,0,7,6,6
0,9,7,0,5
0,0,7,0,5
0,0,7,0,5
0,0,0,0,5
2,9,8,0,8
0,0,0,0,5
6,9,7,7,6
0,0,7,0,5
0,0,7,5,6
6,9,7,0,6
0,9,7,5,7
0,0,7,6,6
0,0,7,0,5
0,0,7,0,5
0,0,0,0,5
0,0,7,6,6
6,9,7,0,6
0,0,7,6,6
6,9,7,8,6
0,0,7,6,6
0,9,0,0,5
6,9,7,0,6
0,0,7,0,5
4,3,8,6,7
0,9,7,0,5
3,2,7,7,6
0,9,1,0,6
0,0,7,6,6
0,0,7,6,6
6,9,7,0,6
4,9,8,4,9
0,0,7,0,5
0,9,2,0,6
4,3,8,6,7
0,9,7,0,5
0,0,1,0,6
6,9,7,0,6
6,9,7,0,6
6,9,7,0,6
6,9,7,0,6
0,0,7,0,5
0,0,0,0,5
0,0,0,0,5
3,3,8,5,7
6,9,7,8,6
0,0,7,0,5
6,9,7,7,6
0,0,7,0,5
0,0,7,0,5
0,0,7,0,5
0,9,7,6,6
0,9,8,5,7
0,0,0,0,6
0,0,7,0,5
0,0,7,6,6
6,9,7,0,6
0,0,7,0,5
6,9,7,0,6
0,9,7,6,6
0,0,7,0,5
0,9,7,6,6
0,0,0,0,5
0,0,0,0,6
0,0,7,0,5
0,3,7,6,6
0,5,7,5,6
6,9,7,0,6
0,0,7,6,6
0,9,6,0,5
0,0,7,0,4
0,0,7,0,5
0,0,7,6,6
6,9,7,0,6
0,0,7,0,5
0,0,7,6,6
0,9,7,0,5
0,9,7,0,5
0,0,0,0,5
0,0,7,6,6
0,0,0,0,5
0,0,0,0,6
0,9,7,5,5
6,9,7,0,6
0,9,7,0,5
0,0,7,0,5
0,0,7,5,6
0,0,7,0,5
6,9,7,7,6
0,0,7,0,4
0,9,3,0,6
0,0,7,0,5
0,9,7,0,5
0,3,8,6,7
0,0,7,6,6
3,0,8,5,7
0,9,1,0,6
6,9,7,0,6
6,9,7,0,6
0,0,7,0,5
0,0,7,6,6
