member_0,member_1,member_2,member_3,member_4
1,4,9,4,0
1,0,0,3,0
0,0,0,4,9
1,9,0,0,0
1,4,9,4,0
0,3,4,4,9
1,4,9,4,0
0,0,0,3,0
0,3,4,4,9
0,3,0,3,0
1,4,9,4,0
1,9,0,0,0
0,9,9,3,9
1,4,9,4,0
0,3,0,0,0
0,3,0,3,0
1,4,9,0,0
0,3,4,0,0
1,0,0,0,0
0,3,2,3,0
1,0,0,3,0
1,4,9,0,0
0,9,9,3,9
0,0,9,3,9
1,9,0,0,0
1,3,9,3,0
1,4,9,0,0
0,3,0,3,0
0,0,0,4,0
1,0,9,4,0
0,3,0,0,0
0,4,6,0,0
0,0,6,4,9
0,9,9,0,0
1,9,0,4,0
1,0,9,4,0
0,3,3,0,0
1,0,9,3,0
0,3,0,0,0
0,3,4,0,0
0,3,1,0,0
0,3,4,0,0
1,4,9,0,0
1,0,9,3,0
1,0,9,4,0
0,3,4,0,0
0,9,9,0,0
0,0,0,3,0
0,4,3,3,9
1,4,6,4,0
0,4,4,0,0
1,0,0,0,0
1,4,9,4,0
1,4,9,0,0
0,0,3,4,9
1,9,0,0,0
0,4,0,0,0
1,0,9,4,0
0,3,0,3,0
0,3,0,3,0
0,4,9,0,0
1,0,9,3,0
0,3,0,3,0
1,0,9,4,0
0,4,9,0,0
0,3,4,0,0
0,3,2,0,0
0,4,0,0,0
0,4,9,4,0
0,3,4,0,0
0,4,0,0,0
1,0,9,3,0
1,0,0,4,0
1,4,4,4,0
0,9,9,0,0
0,3,4,0,0
1,3,9,3,0
1,9,0,0,0
1,0,0,0,0
0,4,0,0,0
0,0,0,4,0
1,0,9,3,0
0,3,0,0,0
0,3,0,3,0
0,3,0,3,0
0,3,0,3,0
0,3,4,0,0
1,0,9,4,0
0,4,3,3,9
0,9,9,3,9
0,9,9,3,9
0,0,0,3,0
0,3,0,3,0
0,6,9,0,0
1,9,0,0,0
0,3,4,4,9
0,4,3,3,9
0,9,9,4,0
0,3,4,4,9
1,9,0,0,0
0,3,0,0,0
1,0,9,3,0
0,4,4,0,0
0,3,4,4,9
0,4,9,0,0
0,0,4,0,0
1,0,0,3,0
1,4,9,4,0
0,9,9,3,9
0,0,0,3,0
0,3,4,4,9
0,9,9,0,0
0,3,4,0,0
0,3,4,4,9
1,0,0,3,0
0,4,9,0,0
0,0,4,0,0
0,3,0,0,0
0,3,5,0,0
1,4,9,0,0
0,3,9,4,9
