member_0,member_1,member_2,member_3,member_4
0,0,0,6,2
0,9,0,6,7
7,7,0,6,6
0,9,0,6,7
8,0,8,6,0
0,9,8,6,2
0,0,0,6,5
0,0,8,6,0
0,0,0,6,0
7,6,0,6,7
0,9,8,6,0
8,9,8,6,2
0,0,0,6,9
8,9,8,6,2
0,0,0,6,1
0,0,0,6,0
7,9,0,6,6
0,0,0,6,1
7,0,8,6,5
7,0,0,6,5
8,0,8,6,1
0,6,8,6,3
8,9,8,6,0
8,0,8,6,0
7,9,8,6,5
7,0,0,6,9
0,0,0,6,1
0,6,8,6,0
8,9,8,6,3
7,6,0,6,6
8,0,0,6,1
8,0,0,6,1
7,9,0,6,7
0,0,0,6,1
7,9,8,6,5
0,0,0,6,8
8,0,8,6,1
7,0,8,6,5
7,9,0,6,8
7,9,0,6,5
8,0,8,6,0
7,9,0,6,6
0,9,8,6,0
0,9,8,6,1
8,0,0,6,2
8,0,0,6,0
0,7,0,6,6
7,0,0,6,5
8,0,8,6,2
0,9,0,6,5
8,0,0,6,1
8,0,8,6,0
8,0,0,6,1
7,0,0,6,6
8,0,0,6,1
0,0,0,6,2
7,9,0,6,8
7,8,0,6,6
8,0,0,6,1
0,0,0,6,1
0,0,8,6,2
8,9,8,6,1
0,0,0,6,0
0,9,8,6,6
8,9,8,6,2
8,0,0,6,0
8,0,0,6,0
0,9,0,6,6
8,0,0,6,0
8,0,8,6,2
0,7,0,6,5
7,9,0,6,6
0,0,8,6,1
0,9,0,6,6
8,0,8,6,1
0,9,0,6,5
0,0,8,6,0
0,0,0,6,1
8,0,0,6,2
8,9,8,6,0
0,9,0,6,7
1,0,8,6,0
7,6,0,6,6
8,0,0,6,1
0,0,0,6,5
0,9,0,6,6
0,9,0,6,8
7,9,0,6,6
8,0,0,6,0
0,0,0,6,8
0,0,0,6,6
0,8,8,6,0
8,0,0,6,0
0,0,8,6,1
0,9,0,6,6
8,0,0,6,0
8,0,0,6,0
0,0,0,6,1
7,0,0,6,6
8,9,8,6,1
7,5,0,6,7
0,0,8,6,1
7,9,0,6,5
8,0,0,6,1
7,9,0,6,6
0,0,0,6,1
8,1,0,6,0
0,9,0,6,5
8,0,0,6,0
8,0,0,6,0
0,0,0,6,0
0,9,0,6,6
8,0,0,6,1
7,0,0,6,5
0,9,8,6,6
0,0,8,6,0
0,0,0,6,0
0,0,8,6,1
0,0,0,6,2
7,5,0,6,7
0,9,0,6,6
7,9,0,6,7
7,0,0,6,5
7,9,0,6,7
7,9,0,6,6
0,1,0,6,0
0,9,0,6,6
0,9,8,6,0
0,0,8,6,0
7,0,0,6,5
0,0,0,6,9
8,9,8,6,1
0,0,0,6,2
0,0,8,6,1
