member_0,member_1,member_2,member_3,member_4
7,0,6,7,0
0,0,7,6,6
7,0,6,7,0
7,9,8,7,5
1,0,6,7,9
0,0,6,7,0
0,0,6,7,0
0,0,6,7,9
2,0,6,7,0
1,0,7,6,6
7,9,6,7,0
0,0,6,7,9
5,9,8,7,6
7,0,6,7,0
0,0,6,7,0
0,0,7,6,6
0,0,6,7,9
7,9,8,7,9
0,0,6,7,9
1,0,6,7,9
0,0,6,7,9
0,0,6,7,9
7,9,8,8,9
7,0,6,7,0
2,0,7,7,0
0,0,6,6,9
0,0,6,6,9
7,0,6,6,0
7,9,7,8,0
7,0,6,7,0
7,9,7,6,0
7,9,8,7,6
1,0,6,6,9
7,0,6,7,0
7,9,7,8,0
0,0,6,7,9
0,0,6,7,9
5,9,8,7,9
0,0,6,7,0
7,0,6,6,0
7,9,6,7,9
0,0,7,6,6
5,0,6,7,6
7,0,6,7,0
0,0,6,7,0
7,0,6,7,0
0,0,6,7,0
7,9,7,6,0
0,0,7,7,6
0,0,6,7,0
0,0,8,8,2
7,0,6,7,0
7,9,6,7,0
7,0,6,7,9
0,0,6,7,0
0,0,6,7,9
7,0,6,7,5
0,0,6,7,9
7,0,6,6,0
7,9,7,7,0
0,0,6,7,9
0,0,7,6,6
7,0,6,7,6
0,0,6,6,9
5,9,8,7,3
7,0,6,7,0
7,0,6,7,0
0,0,6,7,0
5,9,6,7,6
7,9,8,7,6
7,0,6,7,0
7,9,7,7,0
7,0,6,6,0
7,9,7,8,0
0,0,6,6,9
7,0,6,7,5
0,0,6,7,9
7,9,6,7,0
7,0,6,6,0
0,0,6,7,9
0,0,6,7,9
7,0,6,7,0
0,0,6,7,9
2,0,6,7,0
0,0,6,7,9
0,0,6,7,0
0,0,6,7,9
0,0,7,7,6
7,0,6,7,0
1,0,6,6,9
0,0,8,7,6
7,9,7,7,0
0,0,7,6,6
7,0,6,7,0
7,0,6,7,5
7,9,7,7,0
7,0,6,7,0
7,0,6,7,6
0,0,6,7,9
5,9,6,7,9
5,9,6,7,6
0,0,6,7,0
0,0,6,7,0
0,0,6,7,9
0,0,6,6,9
1,0,7,7,1
0,0,6,7,9
0,0,6,7,0
0,0,6,7,0
7,9,6,7,9
0,0,6,7,0
0,0,6,7,0
0,0,6,7,9
0,0,6,7,9
0,0,6,7,9
0,0,8,7,5
0,0,6,6,9
0,0,6,6,9
0,0,6,7,9
0,0,8,8,7
7,9,8,7,9
1,0,8,8,9
7,0,6,7,0
0,0,6,7,0
0,0,7,6,6
7,9,6,7,6
7,9,7,8,0
7,0,6,7,0
7,9,7,7,0
0,0,7,7,0
7,0,6,6,0
0,0,6,7,9
7,0,6,7,0
5,9,8,7,6
0,0,6,8,0
7,9,8,7,6
0,0,6,7,9
0,0,7,7,6
0,0,6,7,0
7,0,6,6,0
5,9,8,7,9
7,0,6,6,0
7,9,8,7,9
9,0,8,7,0
0,0,6,7,9
0,0,6,7,9
0,0,6,6,9
0,0,6,7,9
1,0,6,7,9
7,9,7,6,0
1,0,6,6,9
0,0,6,7,9
7,0,6,7,6
0,0,6,7,0
0,0,6,6,9
7,9,8,8,9
0,0,6,7,0
0,0,7,8,1
0,0,7,6,6
0,0,8,7,1
0,0,6,7,0
7,0,6,7,5
0,0,6,7,0
2,0,6,7,0
0,0,7,6,6
0,0,6,7,0
7,0,6,7,0
0,0,6,7,9
7,9,6,7,7
0,0,6,7,0
7,9,7,7,0
7,0,6,6,0
0,0,6,6,9
7,0,6,7,9
0,0,8,7,0
0,0,6,8,0
0,0,7,7,6
0,0,7,7,6
0,0,6,6,9
7,9,8,7,6
7,0,6,7,0
0,0,8,8,9
5,9,8,7,6
7,9,7,6,0
0,0,6,7,0
0,0,8,7,6
0,0,6,7,0
0,0,6,7,0
5,9,8,8,9
0,0,7,6,6
0,0,7,6,6
7,9,8,7,6
0,0,7,7,0
7,9,8,7,6
0,0,6,7,0
7,9,7,7,0
0,0,8,7,6
7,9,8,7,6
0,0,6,7,0
1,0,6,6,9
0,0,6,6,9
0,0,6,7,0
7,9,6,7,9
0,0,7,7,0
7,0,6,6,0
0,0,6,7,0
1,0,7,7,0
0,0,8,7,5
0,0,6,7,0
0,0,7,6,6
0,0,6,7,0
7,9,7,6,0
0,0,6,7,9
0,0,8,7,4
7,0,6,7,6
7,0,6,7,0
7,9,6,8,9
0,0,8,7,5
7,9,7,6,0
0,0,7,7,6
0,0,6,7,0
7,0,6,7,0
0,0,6,7,9
0,0,6,7,0
2,0,6,7,7
7,9,7,7,0
7,0,6,7,0
7,9,7,6,0
1,0,6,7,0
4,0,6,7,0
7,0,6,7,0
0,0,7,7,1
0,0,6,7,0
5,9,6,7,9
0,0,8,7,5
7,9,7,7,0
0,0,6,7,9
0,0,6,6,9
0,0,6,7,0
0,9,8,7,6
7,9,8,7,9
5,9,6,7,6
7,0,6,6,0
0,0,6,7,0
2,0,8,7,1
0,0,6,7,9
7,9,7,8,0
0,0,6,7,9
0,0,8,7,6
1,0,6,7,0
7,9,7,8,0
0,0,6,7,9
7,0,6,7,0
0,0,6,7,0
