member_0,member_1,member_2,member_3,member_4
0,7,0,6,7
0,7,9,6,0
0,7,0,6,7
9,6,9,6,9
9,7,7,7,6
0,7,7,7,7
0,7,0,6,7
0,7,0,6,7
0,7,0,6,7
0,7,0,6,7
9,7,9,6,7
0,6,0,6,0
0,7,0,6,0
9,7,8,8,0
0,7,0,6,7
9,6,7,7,7
7,7,9,6,9
0,7,9,6,0
0,7,7,7,7
9,7,7,7,0
0,6,0,6,0
7,7,0,6,7
9,7,9,6,9
0,7,9,6,7
0,7,0,6,0
0,7,8,6,0
0,7,0,6,7
7,7,7,6,6
9,7,7,7,0
0,7,0,6,7
9,7,7,7,0
0,7,7,7,0
7,7,9,6,9
0,7,9,6,0
0,7,0,6,0
0,7,9,6,0
7,7,8,6,6
9,7,7,7,0
9,7,7,7,0
0,7,0,6,7
7,7,9,6,9
0,7,7,7,7
0,7,0,6,7
0,7,0,6,0
0,7,0,6,0
0,7,0,6,7
9,7,7,7,0
9,7,7,7,0
0,7,0,6,7
0,7,0,6,7
7,7,0,6,0
0,7,7,7,0
0,7,0,6,0
9,7,7,8,0
0,7,7,7,7
0,7,0,6,7
0,7,0,6,0
9,7,7,7,0
9,7,7,7,0
0,7,9,6,9
9,7,8,8,7
9,7,7,7,8
0,7,9,6,7
0,7,0,6,7
0,7,8,6,0
7,7,9,6,7
0,7,0,6,7
0,7,0,6,7
9,7,7,7,0
0,7,7,7,0
0,7,0,6,0
9,7,8,8,7
0,7,0,6,0
0,7,9,6,0
0,7,0,6,7
0,7,0,6,0
7,7,9,6,9
7,7,7,6,5
0,7,0,6,0
0,7,0,6,7
7,7,0,6,7
9,7,7,7,0
0,7,7,7,7
9,7,7,7,0
0,7,0,6,7
7,7,9,6,9
9,7,7,7,0
0,7,0,6,0
9,7,7,7,0
7,7,9,6,8
7,7,9,6,9
0,7,0,6,0
7,7,8,6,7
9,7,7,7,9
0,7,0,6,7
0,7,0,6,7
9,7,7,7,7
0,7,0,6,0
0,7,7,7,0
0,7,0,6,0
0,7,9,6,7
7,7,9,6,9
0,7,9,6,0
8,7,8,8,7
7,7,8,6,6
0,7,7,7,0
0,7,0,6,7
0,7,0,6,7
9,6,7,7,0
0,7,9,6,7
0,7,9,6,0
0,7,0,6,0
9,7,7,7,9
0,7,7,6,7
9,7,9,6,9
0,7,0,6,7
9,6,7,7,7
9,7,7,7,0
0,7,7,7,0
0,7,0,6,7
9,7,7,7,7
0,7,0,6,7
7,7,9,6,8
0,7,0,6,7
0,7,0,6,7
0,7,7,7,0
0,7,9,6,0
0,7,9,6,0
7,7,9,6,9
7,7,0,6,0
0,7,7,7,7
0,7,7,7,0
0,6,7,7,0
0,7,9,6,0
9,7,7,7,0
0,7,0,6,7
9,7,7,8,0
7,7,9,6,9
0,7,0,6,0
7,7,9,6,9
0,7,9,6,9
9,6,7,7,9
0,7,9,6,7
0,7,7,7,7
7,7,0,6,7
9,7,7,7,0
0,7,9,6,0
9,7,7,7,7
0,7,9,6,7
9,7,7,7,0
0,7,0,6,7
9,7,7,7,5
0,7,7,7,0
0,7,0,6,0
0,7,9,6,9
0,7,0,6,0
0,6,0,6,0
0,7,5,6,0
0,7,0,6,0
0,7,0,6,0
9,7,7,7,0
9,7,7,7,7
9,7,7,8,0
0,7,0,6,7
0,7,0,6,0
0,7,7,7,0
0,7,0,6,7
0,7,0,6,7
0,7,9,6,9
0,7,0,6,0
7,7,0,6,0
0,7,9,6,0
9,7,7,7,0
0,7,0,6,0
7,7,9,6,8
0,7,7,7,7
9,7,7,7,0
7,7,9,6,9
0,7,7,7,7
0,7,0,6,0
9,7,8,8,0
0,7,7,7,7
9,7,7,7,0
0,7,0,6,7
0,7,0,6,7
0,7,9,6,0
9,7,7,7,7
7,7,7,6,5
7,7,9,6,8
0,7,9,6,0
0,7,0,6,7
0,7,9,6,0
0,7,0,6,7
0,7,7,7,7
7,7,7,6,6
7,7,9,6,9
0,7,0,6,0
0,7,9,6,0
0,7,0,6,0
0,7,0,6,7
0,7,0,6,0
0,7,0,6,7
9,7,7,7,0
9,7,7,7,0
0,7,0,6,7
0,7,0,6,0
0,7,0,6,7
0,7,7,7,0
9,7,7,7,0
0,7,0,6,7
0,7,0,6,7
0,7,9,6,7
0,7,9,6,0
0,7,0,6,7
9,7,7,7,0
0,7,0,6,7
0,7,9,6,1
0,7,0,6,7
9,7,7,7,0
0,7,0,6,0
0,7,0,6,7
0,7,0,6,7
9,7,7,7,0
0,7,0,6,7
9,6,7,7,9
0,7,9,6,7
0,7,7,7,7
0,6,7,7,0
0,7,0,6,0
9,7,7,7,7
9,6,7,7,9
7,7,9,6,9
0,7,0,6,7
7,7,8,6,7
0,7,0,6,7
0,7,8,6,7
9,7,7,7,7
7,7,9,6,8
0,7,0,6,0
0,7,0,6,7
0,7,5,5,0
7,7,9,6,9
7,7,0,6,7
0,7,9,6,0
7,7,9,6,9
0,7,0,6,0
7,7,9,6,9
0,7,0,6,0
9,6,7,7,0
0,7,7,7,7
0,7,0,6,7
0,7,9,6,7
0,7,0,6,7
0,7,0,6,0
0,7,0,6,0
9,7,7,7,0
0,7,0,6,0
0,7,0,6,0
0,7,9,6,7
0,7,0,6,7
0,7,0,6,0
0,7,0,6,0
0,7,7,6,7
0,7,9,6,0
9,7,7,7,0
0,7,7,7,0
7,7,9,6,7
9,7,7,7,7
0,7,0,6,0
0,7,0,6,0
0,7,0,6,7
9,7,7,7,8
9,7,7,7,7
0,7,7,7,7
9,7,7,7,7
7,7,8,6,7
0,7,0,6,7
0,7,0,6,7
9,7,7,7,7
0,7,9,6,7
0,7,7,7,7
9,7,7,7,0
0,7,9,6,0
0,7,0,6,7
0,7,0,6,0
0,7,0,6,0
9,7,7,7,7
0,7,7,7,7
9,7,7,7,0
0,6,7,7,0
7,7,9,6,9
0,7,0,6,0
7,7,9,6,8
9,7,7,7,7
0,7,0,6,0
0,7,0,6,7
0,7,0,6,0
0,7,0,6,7
9,7,7,7,0
0,7,0,6,0
0,7,0,6,0
0,7,0,6,7
0,7,9,6,0
0,7,7,7,0
9,6,8,7,6
0,7,0,6,0
0,7,0,6,7
9,7,7,7,9
0,7,7,7,0
7,7,9,6,9
0,7,0,6,0
9,7,7,7,0
0,7,7,7,0
0,7,0,6,7
7,7,9,6,9
9,7,7,7,0
0,7,0,6,7
0,6,7,7,0
0,7,0,6,0
0,7,0,6,0
9,7,7,7,7
7,7,9,6,9
0,7,0,6,7
0,7,0,6,7
9,7,7,8,0
0,7,0,6,7
0,7,0,6,0
0,7,7,7,7
7,7,0,6,7
7,7,9,6,9
0,7,0,6,7
7,7,9,6,8
9,7,7,7,7
7,7,9,6,9
9,7,7,7,0
0,7,0,6,0
9,7,7,7,7
0,7,0,6,0
0,7,0,6,0
7,7,9,6,9
0,7,0,6,7
0,7,0,6,0
7,7,9,6,9
7,7,8,6,7
9,7,7,7,7
7,7,0,6,0
0,7,9,6,7
0,7,0,6,7
0,7,0,6,0
0,7,9,6,0
9,7,7,7,9
9,7,7,7,7
0,7,9,6,0
0,7,0,6,0
0,7,9,6,0
0,7,9,6,0
0,7,9,6,7
0,7,0,6,7
0,7,0,6,0
0,7,0,6,7
0,7,9,6,0
7,7,8,6,6
9,7,9,6,9
0,7,0,6,7
0,7,9,6,0
7,7,8,6,6
0,7,0,6,0
0,7,7,7,0
0,7,9,6,9
0,6,0,6,0
9,7,7,7,6
0,7,0,6,0
0,7,0,6,0
0,7,9,6,7
0,7,0,6,7
0,7,0,6,0
7,7,9,6,9
0,7,1,6,7
0,7,0,6,0
0,7,0,6,0
7,7,9,6,9
9,7,7,7,0
0,7,9,6,0
7,7,9,6,9
9,7,7,7,0
0,7,0,6,7
9,7,7,7,0
0,7,0,6,0
0,7,9,6,9
0,7,0,6,7
0,7,7,7,0
0,7,0,6,7
0,7,0,6,0
0,7,0,6,0
9,7,7,7,7
9,7,7,7,0
0,7,0,6,7
0,7,7,7,0
0,7,0,6,7
0,7,0,6,7
0,7,0,6,0
9,7,7,7,7
0,7,9,6,0
0,7,0,6,7
9,7,7,7,0
9,7,7,7,9
0,7,0,6,7
0,7,9,6,0
9,7,7,7,7
0,7,0,6,0
9,6,7,7,9
0,7,9,6,0
0,7,0,6,7
9,7,7,7,0
0,7,0,6,0
9,7,7,7,0
0,7,7,7,7
0,6,7,7,0
7,7,0,6,0
0,7,7,7,0
7,7,8,6,7
9,7,9,6,7
7,7,9,6,9
0,7,9,6,7
0,7,9,6,0
0,7,0,6,7
0,7,0,6,7
0,6,7,7,0
9,7,7,7,0
0,7,0,6,7
0,7,7,7,0
9,7,7,7,7
7,7,8,6,7
0,6,7,7,0
0,7,7,7,0
0,7,9,6,0
0,7,0,6,0
9,7,7,8,0
7,7,0,6,0
9,7,7,7,8
0,7,0,6,7
9,6,8,7,0
0,6,0,6,0
7,7,9,6,9
9,7,7,7,7
0,7,7,7,7
9,7,7,7,0
0,7,7,7,0
0,7,0,6,7
0,7,9,6,0
9,7,7,7,0
0,7,9,6,0
9,7,7,7,7
9,7,7,7,0
9,7,7,7,9
0,6,0,6,0
0,7,0,6,7
7,7,9,6,9
0,7,0,6,7
0,7,0,6,0
7,7,9,6,9
0,7,0,6,7
0,7,7,7,7
0,7,0,6,7
0,7,0,6,0
0,7,7,7,7
7,7,0,6,0
0,7,0,6,7
0,7,0,6,7
0,7,0,6,0
0,7,9,6,7
0,7,9,6,7
0,7,9,6,0
0,7,0,6,0
9,7,7,7,7
9,7,7,7,0
0,7,7,7,0
0,7,0,6,7
9,7,7,7,0
9,6,7,7,0
0,7,9,6,0
9,7,8,8,0
0,7,9,6,0
0,7,9,6,0
0,7,0,6,7
0,7,0,6,0
0,7,0,6,0
0,7,0,6,0
0,7,0,6,0
0,7,5,5,0
0,7,0,6,7
0,7,0,6,0
9,7,7,7,7
9,7,7,7,0
0,7,0,6,7
0,7,0,6,7
7,7,9,6,9
7,7,9,6,9
9,7,7,7,9
9,7,7,7,9
0,7,0,6,0
0,7,0,6,0
0,7,7,7,7
9,7,7,7,8
0,7,9,6,0
0,7,7,7,7
0,7,0,6,0
9,7,8,8,0
0,7,0,6,0
0,7,0,6,0
0,7,0,6,0
9,7,7,7,0
0,7,0,6,7
0,7,0,6,7
0,7,0,6,0
0,7,7,7,0
0,7,9,6,0
0,7,0,6,7
9,7,8,8,0
0,7,9,6,0
0,7,0,6,0
0,7,0,6,0
9,7,7,7,7
0,7,7,6,7
9,6,7,7,9
0,7,9,6,9
0,7,9,6,9
9,7,7,7,0
0,7,0,6,0
0,7,9,6,0
0,7,0,6,7
0,7,7,7,7
9,7,7,7,0
9,7,8,8,0
0,7,9,6,7
0,7,7,7,0
7,7,9,6,7
7,7,9,6,9
0,7,9,6,0
0,7,0,6,7
0,7,9,6,7
0,6,7,7,0
0,7,9,6,0
9,6,7,7,9
0,7,7,7,0
0,7,0,6,7
8,6,8,8,8
7,7,9,6,7
0,7,0,6,7
7,7,9,6,7
0,7,0,6,0
7,7,9,6,9
9,7,7,7,7
0,7,0,6,7
9,7,7,7,0
7,7,8,6,6
0,7,0,6,7
0,7,0,6,7
0,7,8,6,7
0,7,0,6,7
7,7,9,6,9
7,7,9,6,7
0,7,9,6,0
9,7,7,7,0
9,7,7,7,0
0,7,0,6,7
0,7,9,6,9
9,7,7,7,6
0,7,0,6,0
7,7,9,6,9
0,7,0,6,7
0,7,0,6,0
0,7,0,6,0
0,7,0,6,7
7,7,9,6,9
0,7,0,6,0
0,6,7,7,0
0,7,7,7,0
7,7,9,6,9
7,7,8,6,6
0,7,0,6,0
0,7,0,6,7
9,6,8,7,0
0,7,0,6,0
0,7,0,6,7
7,7,8,8,7
9,7,7,7,7
0,7,0,6,0
0,7,0,6,7
9,7,9,6,7
7,7,9,6,9
9,7,7,7,0
9,7,7,7,0
0,7,9,6,0
0,6,7,7,0
7,7,0,6,7
0,7,0,6,7
0,7,9,6,7
0,7,0,6,7
9,7,7,7,0
9,7,7,7,7
9,7,7,7,0
0,7,0,6,0
0,7,9,6,7
0,7,0,6,0
9,7,7,7,0
0,7,0,6,0
7,7,7,6,6
0,7,9,6,0
0,7,7,7,7
0,7,0,6,0
0,6,7,7,0
0,7,6,6,1
7,7,8,6,6
7,7,9,6,9
9,7,7,7,0
9,7,7,7,9
0,7,0,6,7
9,7,7,7,0
7,7,9,6,9
9,7,7,7,9
9,7,7,8,0
0,7,0,6,7
0,7,0,6,7
0,7,0,6,7
7,7,9,6,9
0,7,9,6,0
9,6,7,7,9
0,7,0,6,7
0,7,9,6,0
0,7,0,6,7
0,7,0,6,0
0,7,0,6,7
9,7,7,7,0
7,7,8,6,6
7,7,0,6,0
0,7,0,6,7
7,7,8,6,6
0,7,0,6,0
9,7,7,7,7
0,6,0,6,0
9,7,7,7,7
9,7,7,7,0
0,7,0,6,0
0,7,8,6,0
9,7,7,7,7
0,7,9,6,0
0,7,0,6,0
7,7,9,6,9
0,7,0,6,7
7,7,7,6,6
9,7,7,7,7
0,7,0,6,7
0,7,7,7,0
0,7,0,6,7
0,7,9,6,7
0,7,0,6,7
0,7,0,6,7
0,7,7,6,0
0,7,0,6,7
9,7,7,7,0
0,7,0,6,7
0,7,0,6,7
0,7,0,6,7
0,7,0,6,0
7,7,9,6,9
0,7,0,6,7
0,7,0,6,0
0,7,0,6,7
