,gen,evals,avg,min,max,nevals
0,0,500.0,[ 0.5557551 -0.0138706],[ 0.23673469 -0.01400962],[ 0.78367347 -0.01379181],
1,1,,[ 0.55343673 -0.01385605],[ 0.2122449  -0.01399794],[ 0.80408163 -0.01379368],394.0
2,2,,[ 0.55928163 -0.01385311],[ 0.30204082 -0.01396529],[ 0.83673469 -0.01379181],358.0
3,3,,[ 0.55440816 -0.01385129],[ 0.19591837 -0.01398598],[ 0.83673469 -0.01379181],397.0
4,4,,[ 0.55613061 -0.01385279],[ 0.19591837 -0.01398317],[ 0.81632653 -0.01379181],376.0
5,5,,[ 0.55570612 -0.01385216],[ 0.20816327 -0.01394531],[ 0.84489796 -0.01380378],369.0
6,6,,[ 0.55541224 -0.01385281],[ 0.20816327 -0.01398176],[ 0.84489796 -0.01380378],371.0
7,7,,[ 0.55729796 -0.01385323],[ 0.21632653 -0.01398769],[ 0.86530612 -0.01380675],397.0
8,8,,[ 0.56070204 -0.01385258],[ 0.19591837 -0.01394665],[ 0.84489796 -0.01379181],383.0
9,9,,[ 0.55997551 -0.0138536 ],[ 0.21632653 -0.01399295],[ 0.85306122 -0.01379181],396.0
10,10,,[ 0.56284898 -0.01385202],[ 0.26530612 -0.01399295],[ 0.85306122 -0.01379181],381.0
11,11,,[ 0.56166531 -0.01385323],[ 0.26122449 -0.01399295],[ 0.84081633 -0.01380444],394.0
12,12,,[ 0.56108571 -0.01385323],[ 0.29387755 -0.01399794],[ 0.84081633 -0.01379435],395.0
13,13,,[ 0.56275102 -0.01385364],[ 0.24081633 -0.01400208],[ 0.84081633 -0.01380726],375.0
14,14,,[ 0.56706122 -0.01385337],[ 0.24489796 -0.01400962],[ 0.84081633 -0.0138051 ],374.0
15,15,,[ 0.56367347 -0.01385247],[ 0.27346939 -0.01398769],[ 0.84897959 -0.01379693],384.0
16,16,,[ 0.56463673 -0.01385476],[ 0.26938776 -0.01398769],[ 0.84897959 -0.01379672],380.0
17,17,,[ 0.56546939 -0.01385363],[ 0.26938776 -0.01400208],[ 0.84897959 -0.01379672],387.0
18,18,,[ 0.56477551 -0.01385242],[ 0.26938776 -0.01400208],[ 0.84489796 -0.01379693],368.0
19,19,,[ 0.56475918 -0.01385317],[ 0.18367347 -0.01400208],[ 0.84489796 -0.01379368],388.0
20,20,,[ 0.56459592 -0.01385258],[ 0.26122449 -0.01399794],[ 0.85714286 -0.01379434],368.0
21,21,,[ 0.56490612 -0.01385258],[ 0.30204082 -0.01398317],[ 0.85714286 -0.01379434],375.0
22,22,,[ 0.56418776 -0.01385197],[ 0.25306122 -0.01398769],[ 0.85714286 -0.01379434],382.0
23,23,,[ 0.56669388 -0.01385268],[ 0.2122449  -0.01398769],[ 0.87346939 -0.01379434],393.0
24,24,,[ 0.56782041 -0.01385348],[ 0.2122449  -0.01399295],[ 0.87346939 -0.01379181],373.0
25,25,,[ 0.56576327 -0.01385234],[ 0.2122449 -0.0139681],[ 0.86938776 -0.01379181],379.0
26,26,,[ 0.56773061 -0.01385113],[ 0.2122449  -0.01397082],[ 0.87346939 -0.01379368],382.0
27,27,,[ 0.56742857 -0.01385226],[ 0.2122449  -0.01399295],[ 0.87346939 -0.01379434],391.0
28,28,,[ 0.56279184 -0.01385365],[ 0.25306122 -0.01399295],[ 0.87346939 -0.013813  ],390.0
29,29,,[ 0.56355102 -0.0138536 ],[ 0.24081633 -0.01400962],[ 0.85714286 -0.01379823],384.0
30,30,,[ 0.56774694 -0.01385284],[ 0.22040816 -0.01398769],[ 0.85714286 -0.01379181],368.0
31,31,,[ 0.56795102 -0.01385195],[ 0.22040816 -0.0139726 ],[ 0.85714286 -0.01379672],393.0
32,32,,[ 0.57117551 -0.01385394],[ 0.17142857 -0.01400962],[ 0.85714286 -0.01381336],374.0
33,33,,[ 0.57315102 -0.01385465],[ 0.2        -0.01399295],[ 0.85714286 -0.01380339],357.0
34,34,,[ 0.57096327 -0.01385327],[ 0.2        -0.01400208],[ 0.85714286 -0.0137982 ],381.0
35,35,,[ 0.57109388 -0.01385223],[ 0.20408163 -0.01400208],[ 0.85714286 -0.01380378],380.0
36,36,,[ 0.5704898  -0.01385355],[ 0.2244898  -0.01400962],[ 0.85714286 -0.01379181],377.0
37,37,,[ 0.57097959 -0.01385381],[ 0.22857143 -0.0139827 ],[ 0.85714286 -0.01379823],381.0
38,38,,[ 0.57321633 -0.0138548 ],[ 0.26122449 -0.01398196],[ 0.79183673 -0.01379434],395.0
39,39,,[ 0.57127347 -0.01385334],[ 0.28163265 -0.01398598],[ 0.79183673 -0.01379434],365.0
40,40,,[ 0.56646531 -0.0138535 ],[ 0.26122449 -0.01400962],[ 0.81632653 -0.01379823],379.0
41,41,,[ 0.56702041 -0.01385377],[ 0.20408163 -0.01400962],[ 0.81632653 -0.01379181],377.0
42,42,,[ 0.56583673 -0.0138527 ],[ 0.27346939 -0.01399295],[ 0.81632653 -0.01379181],363.0
43,43,,[ 0.56374694 -0.01385449],[ 0.27346939 -0.01399295],[ 0.81632653 -0.0137982 ],398.0
44,44,,[ 0.56271837 -0.01385382],[ 0.2        -0.01399295],[ 0.80408163 -0.0137982 ],379.0
45,45,,[ 0.56195918 -0.01385254],[ 0.28163265 -0.01399794],[ 0.85714286 -0.01379823],391.0
46,46,,[ 0.56302041 -0.01385244],[ 0.22040816 -0.01400962],[ 0.85714286 -0.01379181],393.0
47,47,,[ 0.56297143 -0.01385128],[ 0.28979592 -0.01400962],[ 0.85714286 -0.01379181],361.0
48,48,,[ 0.56677551 -0.01385092],[ 0.25306122 -0.01393991],[ 0.80816327 -0.01380917],365.0
49,49,,[ 0.56754286 -0.01385205],[ 0.26530612 -0.01394863],[ 0.83673469 -0.01379672],395.0
50,50,,[ 0.56689796 -0.01385275],[ 0.26530612 -0.01397082],[ 0.83265306 -0.01381781],391.0
