,gen,evals,avg,min,max,nevals
0,0,500.0,[0.22611576 0.75695808],[0. 0.],[1. 1.],
1,1,,[0.24558842 0.74064671],[0. 0.],[1. 1.],369.0
2,2,,[0.26302251 0.72850299],[0. 0.],[1. 1.],374.0
3,3,,[0.26849518 0.72160479],[0. 0.],[1. 1.],380.0
4,4,,[0.27527331 0.70592814],[0. 0.],[1. 1.],367.0
5,5,,[0.29484887 0.69311377],[0. 0.],[1. 1.],398.0
6,6,,[0.30522186 0.68653892],[0. 0.],[1. 1.],371.0
7,7,,[0.31699035 0.68250299],[0. 0.],[1. 1.],377.0
8,8,,[0.31627653 0.67409581],[0. 0.],[1. 1.],383.0
9,9,,[0.32726688 0.65984431],[0. 0.],[1. 1.],386.0
10,10,,[0.33357556 0.66056287],[0. 0.],[1. 1.],385.0
11,11,,[0.33933119 0.65596407],[0. 0.],[1. 1.],393.0
12,12,,[0.33354341 0.65443114],[0. 0.],[1. 1.],365.0
13,13,,[0.33401286 0.65305389],[0. 0.],[1. 1.],367.0
14,14,,[0.3374791  0.65895808],[0. 0.],[1. 1.],388.0
15,15,,[0.33550482 0.66258683],[0. 0.],[1. 1.],394.0
16,16,,[0.33464952 0.65873054],[0. 0.],[1. 1.],390.0
17,17,,[0.32871383 0.65609581],[0. 0.],[1. 1.],378.0
18,18,,[0.33478457 0.65512575],[0. 0.],[1. 1.],385.0
19,19,,[0.33562701 0.66580838],[0. 0.],[1. 1.],397.0
20,20,,[0.33891961 0.66651497],[0. 0.],[1. 1.],363.0
21,21,,[0.3436463  0.65571257],[0. 0.],[1. 1.],368.0
22,22,,[0.33736334 0.65634731],[0. 0.],[1. 1.],377.0
23,23,,[0.33030868 0.65276647],[0. 0.],[1. 1.],369.0
24,24,,[0.33446945 0.64559281],[0. 0.],[1. 1.],379.0
25,25,,[0.34245659 0.63786826],[0. 0.],[1. 1.],368.0
26,26,,[0.34409003 0.6428982 ],[0. 0.],[1. 1.],356.0
27,27,,[0.34711254 0.64154491],[0. 0.],[1. 1.],382.0
28,28,,[0.35192926 0.64520958],[0. 0.],[1. 1.],367.0
29,29,,[0.35019293 0.6465509 ],[0. 0.],[1. 1.],390.0
30,30,,[0.35641801 0.642     ],[0. 0.],[1. 1.],391.0
31,31,,[0.36902251 0.63935329],[0. 0.],[1. 1.],369.0
32,32,,[0.36778778 0.62662275],[0. 0.],[1. 1.],384.0
33,33,,[0.36744695 0.62644311],[0. 0.],[1. 1.],382.0
34,34,,[0.37212862 0.62638323],[0. 0.],[1. 1.],378.0
35,35,,[0.35942765 0.63221557],[0. 0.],[1. 1.],376.0
36,36,,[0.36799357 0.63213174],[0. 0.],[1. 1.],366.0
37,37,,[0.37387781 0.62628743],[0. 0.],[1. 1.],397.0
38,38,,[0.36794212 0.62632335],[0. 0.],[1. 1.],399.0
39,39,,[0.3691254  0.61803593],[0. 0.],[1. 1.],372.0
40,40,,[0.36463666 0.62075449],[0. 0.],[1. 1.],364.0
41,41,,[0.37437942 0.6111976 ],[0. 0.],[1. 1.],389.0
42,42,,[0.36482958 0.62156886],[0. 0.],[1. 1.],377.0
43,43,,[0.3627717  0.62192814],[0. 0.],[1. 1.],360.0
44,44,,[0.35218006 0.62949701],[0. 0.],[1. 1.],380.0
45,45,,[0.34041158 0.63463473],[0. 0.],[1. 1.],378.0
46,46,,[0.3432926 0.6351018],[0. 0.],[1. 1.],366.0
47,47,,[0.33960772 0.64542515],[0. 0.],[1. 1.],381.0
48,48,,[0.33374277 0.64782036],[0. 0.],[1. 1.],372.0
49,49,,[0.34039871 0.64271856],[0. 0.],[1. 1.],346.0
50,50,,[0.34010289 0.64102994],[0. 0.],[1. 1.],369.0
