,gen,evals,avg,min,max,nevals
0,0,500.0,[0.24929097 0.74519858],[0. 0.],[1. 1.],
1,1,,[0.25104348 0.74891489],[0. 0.],[1. 1.],374.0
2,2,,[0.28016054 0.72835461],[0. 0.],[1. 1.],401.0
3,3,,[0.29117057 0.71425532],[0. 0.],[1. 1.],366.0
4,4,,[0.31711037 0.69203546],[0. 0.],[1. 1.],380.0
5,5,,[0.32929097 0.68131206],[0. 0.],[1. 1.],355.0
6,6,,[0.32057525 0.68674468],[0. 0.],[1. 1.],376.0
7,7,,[0.32736455 0.67687943],[0. 0.],[1. 1.],384.0
8,8,,[0.30911706 0.69362411],[0. 0.],[1. 1.],369.0
9,9,,[0.30846823 0.69423404],[0. 0.],[1. 1.],379.0
10,10,,[0.31072241 0.69275177],[0. 0.],[1. 1.],358.0
11,11,,[0.32235452 0.68509929],[0. 0.],[1. 1.],372.0
12,12,,[0.30505017 0.69946809],[0. 0.],[1. 1.],380.0
13,13,,[0.31111037 0.68604965],[0. 0.],[1. 1.],386.0
14,14,,[0.30626756 0.69207092],[0. 0.],[1. 1.],392.0
15,15,,[0.31008027 0.69229787],[0. 0.],[1. 1.],369.0
16,16,,[0.3093913  0.69197163],[0. 0.],[1. 1.],383.0
17,17,,[0.29814047 0.6966383 ],[0. 0.],[1. 1.],371.0
18,18,,[0.3207893  0.66836879],[0. 0.],[1. 1.],373.0
19,19,,[0.35002676 0.64691489],[0. 0.],[1. 1.],360.0
20,20,,[0.33719064 0.6566383 ],[0. 0.],[1. 1.],367.0
21,21,,[0.33783946 0.65605674],[0. 0.],[1. 1.],367.0
22,22,,[0.33597993 0.65896454],[0. 0.],[1. 1.],395.0
23,23,,[0.35028763 0.6362695 ],[0. 0.],[1. 1.],373.0
24,24,,[0.34855518 0.64502837],[0. 0.],[1. 1.],380.0
25,25,,[0.33803344 0.65237589],[0. 0.],[1. 1.],376.0
26,26,,[0.34653512 0.65263121],[0. 0.],[1. 1.],372.0
27,27,,[0.34046823 0.65269504],[0. 0.],[1. 1.],366.0
28,28,,[0.34274247 0.66159574],[0. 0.],[1. 1.],394.0
29,29,,[0.34516388 0.66468085],[0. 0.],[1. 1.],385.0
30,30,,[0.33825418 0.66641135],[0. 0.],[1. 1.],368.0
31,31,,[0.3441204  0.66231915],[0. 0.],[1. 1.],380.0
32,32,,[0.34689632 0.65270922],[0. 0.],[1. 1.],391.0
33,33,,[0.34996656 0.65237589],[0. 0.],[1. 1.],367.0
34,34,,[0.34937793 0.65459574],[0. 0.],[1. 1.],376.0
35,35,,[0.34968562 0.6597234 ],[0. 0.],[1. 1.],366.0
36,36,,[0.34955184 0.65813475],[0. 0.],[1. 1.],405.0
37,37,,[0.35430769 0.64780851],[0. 0.],[1. 1.],395.0
38,38,,[0.35874916 0.64780142],[0. 0.],[1. 1.],371.0
39,39,,[0.35791973 0.65848936],[0. 0.],[1. 1.],374.0
40,40,,[0.36428094 0.64310638],[0. 0.],[1. 1.],388.0
41,41,,[0.35765217 0.64612057],[0. 0.],[1. 1.],377.0
42,42,,[0.34498997 0.66695745],[0. 0.],[1. 1.],352.0
43,43,,[0.33072241 0.68777305],[0. 0.],[1. 1.],389.0
44,44,,[0.32923077 0.68559574],[0. 0.],[1. 1.],390.0
45,45,,[0.3317592  0.67914184],[0. 0.],[1. 1.],381.0
46,46,,[0.3392107  0.67319149],[0. 0.],[1. 1.],375.0
47,47,,[0.33109699 0.68514894],[0. 0.],[1. 1.],403.0
48,48,,[0.32724415 0.6911773 ],[0. 0.],[1. 1.],366.0
49,49,,[0.3308495  0.69819149],[0. 0.],[1. 1.],374.0
50,50,,[0.32467559 0.69685106],[0. 0.],[1. 1.],390.0
